File,Entries,Mean,Max Energy,E0,Thickness (m),Energy P,HITS P,Intensity,Coeff
E143.root,931,0.245211,0.245211,0.24521055,2.80E-07,0.999998165,0.0931,0.093099829,8.48E+06
E144.root,915,0.245409,0.245409,0.24540936,2.80E-07,1.000001467,0.0915,0.091500134,8.54E+06
E145.root,943,0.245589,0.245589,0.24558945,2.80E-07,1.000001832,0.0943,0.094300173,8.43E+06
E146.root,925,0.246636,0.246636,0.2466364,2.80E-07,1.000001622,0.0925,0.09250015,8.50E+06
E147.root,932,0.24787,0.24787,0.24786959,2.80E-07,0.999998346,0.0932,0.093199846,8.48E+06
E148.root,840,0.249109,0.249109,0.24910893,2.80E-07,0.999999719,0.084,0.083999976,8.85E+06
E149.root,776,0.250354,0.250354,0.25035448,2.80E-07,1.000001917,0.0776,0.077600149,9.13E+06
E150.root,853,0.251606,0.251606,0.25160625,2.80E-07,1.000000994,0.0853,0.085300085,8.79E+06
E151.root,822,0.252864,0.252864,0.25286428,2.80E-07,1.000001107,0.0822,0.082200091,8.92E+06
E152.root,896,0.254129,0.254129,0.2541286,2.80E-07,0.999998426,0.0896,0.089599859,8.62E+06
E154.root,845,0.255399,0.255399,0.25539925,2.80E-07,1.000000979,0.0845,0.084500083,8.83E+06
E155.root,897,0.256676,0.256676,0.25667624,2.80E-07,1.000000935,0.0897,0.089700084,8.61E+06
E156.root,919,0.25796,0.25796,0.25795962,2.80E-07,0.999998527,0.0919,0.091899865,8.53E+06
E157.root,906,0.258596,0.258596,0.25859581,2.80E-07,0.999999265,0.0906,0.090599933,8.58E+06
E158.root,873,0.259004,0.259004,0.25900419,2.80E-07,1.000000734,0.0873,0.087300064,8.71E+06
E159.root,943,0.259249,0.259249,0.25924942,2.80E-07,1.00000162,0.0943,0.094300153,8.43E+06
E160.root,919,0.260546,0.260546,0.26054567,2.80E-07,0.999998733,0.0919,0.091899884,8.53E+06
E161.root,816,0.261848,0.261848,0.2618484,2.80E-07,1.000001528,0.0816,0.081600125,8.95E+06
E162.root,869,0.263158,0.263158,0.26315764,2.80E-07,0.999998632,0.0869,0.086899881,8.72E+06
E163.root,832,0.264473,0.264473,0.26447343,2.80E-07,1.000001626,0.0832,0.083200135,8.88E+06
E166.root,833,0.265796,0.265796,0.26579579,2.80E-07,0.99999921,0.0833,0.083299934,8.88E+06
E167.root,886,0.267125,0.267125,0.26712477,2.80E-07,0.999999139,0.0886,0.088599924,8.66E+06
E168.root,896,0.26846,0.26846,0.2684604,2.80E-07,1.00000149,0.0896,0.089600134,8.62E+06
E169.root,902,0.269803,0.269803,0.2698027,2.80E-07,0.999998888,0.0902,0.0901999,8.59E+06
E170.root,941,0.271152,0.271152,0.27115171,2.80E-07,0.99999893,0.0941,0.094099899,8.44E+06
E171.root,947,0.272507,0.272507,0.27250747,2.80E-07,1.000001725,0.0947,0.094700163,8.42E+06
E172.root,929,0.27387,0.27387,0.27387001,2.80E-07,1.000000037,0.0929,0.092900003,8.49E+06
E173.root,907,0.275239,0.275239,0.27523936,2.80E-07,1.000001308,0.0907,0.090700119,8.57E+06
E174.root,930,0.276616,0.276616,0.27661556,2.80E-07,0.999998409,0.093,0.092999852,8.48E+06
E175.root,956,0.277999,0.277999,0.27799863,2.80E-07,0.999998669,0.0956,0.095599873,8.38E+06
E177.root,934,0.279389,0.279389,0.27938863,2.80E-07,0.999998676,0.0934,0.093399876,8.47E+06
E178.root,940,0.280786,0.280786,0.28078557,2.80E-07,0.999998469,0.094,0.093999856,8.44E+06
E179.root,953,0.282189,0.282189,0.2821895,2.80E-07,1.000001772,0.0953,0.095300169,8.40E+06
E180.root,1005,0.2836,0.2836,0.28360044,2.80E-07,1.000001551,0.1005,0.100500156,8.21E+06
E181.root,981,0.285018,0.285018,0.28501845,2.80E-07,1.000001579,0.0981,0.098100155,8.29E+06
E182.root,954,0.286444,0.286444,0.28644354,2.80E-07,0.999998394,0.0954,0.095399847,8.39E+06
E183.root,1045,0.287876,0.287876,0.28787576,2.80E-07,0.999999166,0.1045,0.104499913,8.07E+06
E184.root,1044,0.289315,0.289315,0.28931514,2.80E-07,1.000000484,0.1044,0.104400051,8.07E+06
E185.root,1075,0.290762,0.290762,0.29076171,2.80E-07,0.999999003,0.1075,0.107499893,7.97E+06
E186.root,1115,0.292216,0.292216,0.29221552,2.80E-07,0.999998357,0.1115,0.111499817,7.83E+06
E188.root,1096,0.293677,0.293677,0.2936766,2.80E-07,0.999998638,0.1096,0.109599851,7.90E+06
E189.root,1055,0.295145,0.295145,0.29514498,2.80E-07,0.999999932,0.1055,0.105499993,8.03E+06
E190.root,1075,0.296621,0.296621,0.29662071,2.80E-07,0.999999022,0.1075,0.107499895,7.97E+06
E191.root,1098,0.298104,0.298104,0.29810381,2.80E-07,0.999999363,0.1098,0.10979993,7.89E+06
E192.root,1135,0.299594,0.299594,0.29959433,2.80E-07,1.000001101,0.1135,0.113500125,7.77E+06
E193.root,1177,0.301092,0.301092,0.3010923,2.80E-07,1.000000996,0.1177,0.117700117,7.64E+06
E194.root,1130,0.302598,0.302598,0.30259776,2.80E-07,0.999999207,0.113,0.11299991,7.79E+06
E195.root,1159,0.304111,0.304111,0.30411075,2.80E-07,0.999999178,0.1159,0.115899905,7.70E+06
E196.root,1236,0.305631,0.305631,0.3056313,2.80E-07,1.000000982,0.1236,0.123600121,7.47E+06
E197.root,1168,0.307159,0.307159,0.30715946,2.80E-07,1.000001498,0.1168,0.116800175,7.67E+06
E199.root,1170,0.308695,0.308695,0.30869526,2.80E-07,1.000000842,0.117,0.117000099,7.66E+06
E200.root,1234,0.310239,0.310239,0.31023873,2.80E-07,0.99999913,0.1234,0.123399893,7.47E+06
E201.root,1230,0.31179,0.31179,0.31178993,2.80E-07,0.999999775,0.123,0.122999972,7.48E+06
E202.root,1260,0.313349,0.313349,0.31334888,2.80E-07,0.999999617,0.126,0.125999952,7.40E+06
E203.root,1277,0.314916,0.314916,0.31491562,2.80E-07,0.999998793,0.1277,0.127699846,7.35E+06
E204.root,1180,0.31649,0.31649,0.3164902,2.80E-07,1.000000632,0.118,0.118000075,7.63E+06
E205.root,1296,0.318073,0.318073,0.31807265,2.80E-07,0.9999989,0.1296,0.129599857,7.30E+06
E206.root,1310,0.319663,0.319663,0.31966301,2.80E-07,1.000000031,0.131,0.131000004,7.26E+06
E207.root,1283,0.321261,0.321261,0.32126133,2.80E-07,1.000001027,0.1283,0.128300132,7.33E+06
E208.root,1346,0.322868,0.322868,0.32286764,2.80E-07,0.999998885,0.1346,0.13459985,7.16E+06
E210.root,1319,0.324482,0.324482,0.32448197,2.80E-07,0.999999908,0.1319,0.131899988,7.23E+06
E211.root,1316,0.326104,0.326104,0.32610438,2.80E-07,1.000001165,0.1316,0.131600153,7.24E+06
E212.root,1375,0.327735,0.327735,0.32773491,2.80E-07,0.999999725,0.1375,0.137499962,7.09E+06
E213.root,1450,0.329374,0.329374,0.32937358,2.80E-07,0.999998725,0.145,0.144999815,6.90E+06
E214.root,1405,0.33102,0.33102,0.33102045,2.80E-07,1.000001359,0.1405,0.140500191,7.01E+06
E215.root,1435,0.332676,0.332676,0.33267555,2.80E-07,0.999998647,0.1435,0.143499806,6.93E+06
E216.root,1425,0.334339,0.334339,0.33433893,2.80E-07,0.999999791,0.1425,0.14249997,6.96E+06
E217.root,1498,0.336011,0.336011,0.33601062,2.80E-07,0.999998869,0.1498,0.149799831,6.78E+06
E218.root,1504,0.337691,0.337691,0.33769068,2.80E-07,0.999999052,0.1504,0.150399857,6.77E+06
E219.root,1458,0.339379,0.339379,0.33937913,2.80E-07,1.000000383,0.1458,0.145800056,6.88E+06
E221.root,1476,0.341076,0.341076,0.34107602,2.80E-07,1.000000059,0.1476,0.147600009,6.83E+06
E222.root,1560,0.342781,0.342781,0.3427814,2.80E-07,1.000001167,0.156,0.156000182,6.64E+06
E223.root,1533,0.344495,0.344495,0.34449531,2.80E-07,1.0000009,0.1533,0.153300138,6.70E+06
E224.root,1511,0.346218,0.346218,0.34621779,2.80E-07,0.999999393,0.1511,0.151099908,6.75E+06
E225.root,1545,0.347949,0.347949,0.34794888,2.80E-07,0.999999655,0.1545,0.154499947,6.67E+06
E226.root,1587,0.349689,0.349689,0.34968862,2.80E-07,0.999998913,0.1587,0.158699828,6.57E+06
E227.root,1624,0.351437,0.351437,0.35143706,2.80E-07,1.000000171,0.1624,0.162400028,6.49E+06
E228.root,1597,0.353194,0.353194,0.35319425,2.80E-07,1.000000708,0.1597,0.159700113,6.55E+06
E229.root,1634,0.35496,0.35496,0.35496022,2.80E-07,1.00000062,0.1634,0.163400101,6.47E+06
E230.root,1680,0.356735,0.356735,0.35673502,2.80E-07,1.000000056,0.168,0.168000009,6.37E+06
E232.root,1691,0.358519,0.358519,0.3585187,2.80E-07,0.999999163,0.1691,0.169099859,6.35E+06
E233.root,1629,0.360311,0.360311,0.36031129,2.80E-07,1.000000805,0.1629,0.162900131,6.48E+06
E234.root,1642,0.362113,0.362113,0.36211285,2.80E-07,0.999999586,0.1642,0.164199932,6.45E+06
E235.root,1678,0.363923,0.363923,0.36392341,2.80E-07,1.000001127,0.1678,0.167800189,6.37E+06
E236.root,1669,0.365743,0.365743,0.36574303,2.80E-07,1.000000082,0.1669,0.166900014,6.39E+06
E237.root,1716,0.367572,0.367572,0.36757174,2.80E-07,0.999999293,0.1716,0.171599879,6.29E+06
E238.root,1678,0.36941,0.36941,0.3694096,2.80E-07,0.999998917,0.1678,0.167799818,6.37E+06
E239.root,1715,0.371257,0.371257,0.37125665,2.80E-07,0.999999057,0.1715,0.171499838,6.30E+06
E240.root,1740,0.373113,0.373113,0.37311293,2.80E-07,0.999999812,0.174,0.173999967,6.25E+06
E241.root,1783,0.374978,0.374978,0.3749785,2.80E-07,1.000001333,0.1783,0.178300238,6.16E+06
E243.root,1732,0.376853,0.376853,0.37685339,2.80E-07,1.000001035,0.1732,0.173200179,6.26E+06
E244.root,1738,0.378738,0.378738,0.37873766,2.80E-07,0.999999102,0.1738,0.173799844,6.25E+06
E245.root,1764,0.380631,0.380631,0.38063135,2.80E-07,1.00000092,0.1764,0.176400162,6.20E+06
E246.root,1818,0.382535,0.382535,0.3825345,2.80E-07,0.999998693,0.1818,0.181799762,6.09E+06
E247.root,1860,0.384447,0.384447,0.38444718,2.80E-07,1.000000468,0.186,0.186000087,6.01E+06
E248.root,1861,0.386369,0.386369,0.38636941,2.80E-07,1.000001061,0.1861,0.186100197,6.01E+06
E249.root,1847,0.388301,0.388301,0.38830126,2.80E-07,1.00000067,0.1847,0.184700124,6.03E+06
E250.root,1899,0.390243,0.390243,0.39024276,2.80E-07,0.999999385,0.1899,0.189899883,5.93E+06
E251.root,1959,0.392194,0.392194,0.39219398,2.80E-07,0.999999949,0.1959,0.19589999,5.82E+06
E252.root,1927,0.394155,0.394155,0.39415495,2.80E-07,0.999999873,0.1927,0.192699976,5.88E+06
E254.root,2004,0.396126,0.396126,0.39612572,2.80E-07,0.999999293,0.2004,0.200399858,5.74E+06
E255.root,1938,0.398106,0.398106,0.39810635,2.80E-07,1.000000879,0.1938,0.19380017,5.86E+06
E256.root,1964,0.400097,0.400097,0.40009688,2.80E-07,0.9999997,0.1964,0.196399941,5.81E+06
E257.root,1958,0.402097,0.402097,0.40209737,2.80E-07,1.00000092,0.1958,0.19580018,5.82E+06
E258.root,2002,0.404108,0.404108,0.40410785,2.80E-07,0.999999629,0.2002,0.200199926,5.74E+06
E259.root,2070,0.406128,0.406128,0.40612839,2.80E-07,1.00000096,0.207,0.207000199,5.63E+06
E260.root,2124,0.408159,0.408159,0.40815904,2.80E-07,1.000000098,0.2124,0.212400021,5.53E+06
E261.root,2183,0.4102,0.4102,0.41019983,2.80E-07,0.999999586,0.2183,0.21829991,5.44E+06
E262.root,2027,0.412251,0.412251,0.41225083,2.80E-07,0.999999588,0.2027,0.202699916,5.70E+06
E263.root,2147,0.414312,0.414312,0.41431208,2.80E-07,1.000000193,0.2147,0.214700041,5.49E+06
E265.root,2184,0.416384,0.416384,0.41638364,2.80E-07,0.999999135,0.2184,0.218399811,5.43E+06
E266.root,2179,0.418466,0.418466,0.41846556,2.80E-07,0.999998949,0.2179,0.217899771,5.44E+06
E267.root,2193,0.420558,0.420558,0.42055789,2.80E-07,0.999999738,0.2193,0.219299943,5.42E+06
E268.root,2214,0.422661,0.422661,0.42266068,2.80E-07,0.999999243,0.2214,0.221399832,5.38E+06
E269.root,2228,0.424774,0.424774,0.42477398,2.80E-07,0.999999953,0.2228,0.22279999,5.36E+06
E270.root,2318,0.424777,0.424777,0.42477688,2.80E-07,0.999999717,0.2318,0.231799935,5.22E+06
E271.root,2224,0.425823,0.425823,0.42582312,2.80E-07,1.000000282,0.2224,0.222400063,5.37E+06
E272.root,2275,0.426898,0.426898,0.42689785,2.80E-07,0.999999649,0.2275,0.22749992,5.29E+06
E273.root,2091,0.429032,0.429032,0.42903234,2.80E-07,1.000000792,0.2091,0.209100166,5.59E+06
E274.root,2173,0.431178,0.431178,0.4311775,2.80E-07,0.99999884,0.2173,0.217299748,5.45E+06
E277.root,2105,0.433333,0.433333,0.43333339,2.80E-07,1.0000009,0.2105,0.210500189,5.57E+06
E278.root,2189,0.4355,0.4355,0.43550006,2.80E-07,1.000000138,0.2189,0.21890003,5.43E+06
E279.root,2203,0.437678,0.437678,0.43767756,2.80E-07,0.999998995,0.2203,0.220299779,5.40E+06
E280.root,2181,0.439866,0.439866,0.43986595,2.80E-07,0.999999886,0.2181,0.218099975,5.44E+06
E281.root,2194,0.442065,0.442065,0.44206528,2.80E-07,1.000000633,0.2194,0.219400139,5.42E+06
E282.root,2246,0.444276,0.444276,0.4442756,2.80E-07,0.9999991,0.2246,0.224599798,5.33E+06
E283.root,2210,0.446497,0.446497,0.44649698,2.80E-07,0.999999955,0.221,0.22099999,5.39E+06
E284.root,2182,0.448729,0.448729,0.44872947,2.80E-07,1.000001047,0.2182,0.218200229,5.44E+06
E285.root,2204,0.450973,0.450973,0.45097311,2.80E-07,1.000000244,0.2204,0.220400054,5.40E+06
E286.root,2297,0.453228,0.453228,0.45322798,2.80E-07,0.999999956,0.2297,0.22969999,5.25E+06
E288.root,2354,0.455494,0.455494,0.45549412,2.80E-07,1.000000263,0.2354,0.235400062,5.17E+06
E289.root,2383,0.457772,0.457772,0.45777159,2.80E-07,0.999999104,0.2383,0.238299787,5.12E+06
E290.root,2344,0.46006,0.46006,0.46006045,2.80E-07,1.000000978,0.2344,0.234400229,5.18E+06
E291.root,2417,0.462361,0.462361,0.46236075,2.80E-07,0.999999459,0.2417,0.241699869,5.07E+06
E292.root,2420,0.464673,0.464673,0.46467255,2.80E-07,0.999999032,0.242,0.241999766,5.07E+06
E293.root,2475,0.466996,0.466996,0.46699592,2.80E-07,0.999999829,0.2475,0.247499958,4.99E+06
E294.root,2424,0.469331,0.469331,0.4693309,2.80E-07,0.999999787,0.2424,0.242399948,5.06E+06
E295.root,2435,0.471678,0.471678,0.47167755,2.80E-07,0.999999046,0.2435,0.243499768,5.05E+06
E296.root,2393,0.474036,0.474036,0.47403594,2.80E-07,0.999999873,0.2393,0.23929997,5.11E+06
E297.root,2545,0.476406,0.476406,0.47640612,2.80E-07,1.000000252,0.2545,0.254500064,4.89E+06
E299.root,2546,0.478788,0.478788,0.47878815,2.80E-07,1.000000313,0.2546,0.25460008,4.89E+06
E300.root,2497,0.481182,0.481182,0.48118209,2.80E-07,1.000000187,0.2497,0.249700047,4.96E+06
E301.root,2642,0.483588,0.483588,0.483588,2.80E-07,1,0.2642,0.2642,4.75E+06
E302.root,2686,0.486006,0.486006,0.48600594,2.80E-07,0.999999877,0.2686,0.268599967,4.69E+06
E303.root,2619,0.488436,0.488436,0.48843597,2.80E-07,0.999999939,0.2619,0.261899984,4.78E+06
E304.root,2676,0.490878,0.490878,0.49087815,2.80E-07,1.000000306,0.2676,0.267600082,4.71E+06
E305.root,2638,0.490922,0.490922,0.4909216,2.80E-07,0.999999185,0.2638,0.263799785,4.76E+06
E306.root,2603,0.492278,0.492278,0.49227841,2.80E-07,1.000000833,0.2603,0.260300217,4.81E+06
E307.root,2730,0.493333,0.493333,0.49333254,2.80E-07,0.999999068,0.273,0.272999745,4.64E+06
E308.root,2709,0.495799,0.495799,0.4957992,2.80E-07,1.000000403,0.2709,0.270900109,4.66E+06
E310.root,2653,0.498278,0.498278,0.4982782,2.80E-07,1.000000401,0.2653,0.265300106,4.74E+06
E311.root,2648,0.50077,0.50077,0.50076959,2.80E-07,0.999999181,0.2648,0.264799783,4.75E+06
E312.root,2722,0.503273,0.503273,0.50327344,2.80E-07,1.000000874,0.2722,0.272200238,4.65E+06
E313.root,2692,0.50579,0.50579,0.5057898,2.80E-07,0.999999605,0.2692,0.269199894,4.69E+06
E314.root,2754,0.508319,0.508319,0.50831875,2.80E-07,0.999999508,0.2754,0.275399865,4.61E+06
E315.root,2786,0.51086,0.51086,0.51086035,2.80E-07,1.000000685,0.2786,0.278600191,4.56E+06
E316.root,2766,0.513415,0.513415,0.51341465,2.80E-07,0.999999318,0.2766,0.276599811,4.59E+06
E317.root,2839,0.515982,0.515982,0.51598172,2.80E-07,0.999999457,0.2839,0.283899846,4.50E+06
E318.root,2869,0.518562,0.518562,0.51856163,2.80E-07,0.999999286,0.2869,0.286899795,4.46E+06
E319.root,2917,0.521154,0.521154,0.52115444,2.80E-07,1.000000844,0.2917,0.291700246,4.40E+06
E321.root,2894,0.52376,0.52376,0.52376021,2.80E-07,1.000000401,0.2894,0.289400116,4.43E+06
E322.root,2888,0.526379,0.526379,0.52637901,2.80E-07,1.000000019,0.2888,0.288800005,4.44E+06
E323.root,2946,0.529011,0.529011,0.52901091,2.80E-07,0.99999983,0.2946,0.29459995,4.36E+06
E324.root,2994,0.531656,0.531656,0.53165596,2.80E-07,0.999999925,0.2994,0.299399977,4.31E+06
E325.root,3020,0.534314,0.534314,0.53431424,2.80E-07,1.000000449,0.302,0.302000136,4.28E+06
E326.root,3088,0.536986,0.536986,0.53698581,2.80E-07,0.999999646,0.3088,0.308799891,4.20E+06
E327.root,3102,0.539671,0.539671,0.53967074,2.80E-07,0.999999518,0.3102,0.310199851,4.18E+06
E328.root,3152,0.542369,0.542369,0.5423691,2.80E-07,1.000000184,0.3152,0.315200058,4.12E+06
E329.root,3169,0.545081,0.545081,0.54508094,2.80E-07,0.99999989,0.3169,0.316899965,4.10E+06
E330.root,3104,0.547806,0.547806,0.54780635,2.80E-07,1.000000639,0.3104,0.310400198,4.18E+06
E332.root,3213,0.550545,0.550545,0.55054538,2.80E-07,1.00000069,0.3213,0.321300222,4.05E+06
E333.root,3285,0.553298,0.553298,0.5532981,2.80E-07,1.000000181,0.3285,0.328500059,3.98E+06
E334.root,3227,0.556065,0.556065,0.5560646,2.80E-07,0.999999281,0.3227,0.322699768,4.04E+06
E335.root,3240,0.558845,0.558845,0.55884492,2.80E-07,0.999999857,0.324,0.323999954,4.03E+06
E336.root,3316,0.561639,0.561639,0.56163914,2.80E-07,1.000000249,0.3316,0.331600083,3.94E+06
E337.root,3322,0.564447,0.564447,0.56444734,2.80E-07,1.000000602,0.3322,0.3322002,3.94E+06
E338.root,3392,0.56727,0.56727,0.56726958,2.80E-07,0.99999926,0.3392,0.339199749,3.86E+06
E339.root,3371,0.570106,0.570106,0.57010592,2.80E-07,0.99999986,0.3371,0.337099953,3.88E+06
E340.root,3346,0.572956,0.572956,0.57295645,2.80E-07,1.000000785,0.3346,0.334600263,3.91E+06
E341.root,3395,0.575821,0.575821,0.57582123,2.80E-07,1.000000399,0.3395,0.339500136,3.86E+06
E343.root,3487,0.5787,0.5787,0.57870034,2.80E-07,1.000000588,0.3487,0.348700205,3.76E+06
E344.root,3351,0.581594,0.581594,0.58159384,2.80E-07,0.999999725,0.3351,0.335099908,3.90E+06
E345.root,3400,0.584502,0.584502,0.58450181,2.80E-07,0.999999675,0.34,0.339999889,3.85E+06
E346.root,3554,0.587424,0.587424,0.58742432,2.80E-07,1.000000545,0.3554,0.355400194,3.69E+06
E347.root,3608,0.590361,0.590361,0.59036144,2.80E-07,1.000000745,0.3608,0.360800269,3.64E+06
E348.root,3739,0.593313,0.593313,0.59331325,2.80E-07,1.000000421,0.3739,0.373900158,3.51E+06
E349.root,3630,0.594108,0.594108,0.59410753,2.80E-07,0.999999209,0.363,0.362999713,3.62E+06
E350.root,3601,0.595893,0.595893,0.59589253,2.80E-07,0.999999211,0.3601,0.360099716,3.65E+06
E351.root,3587,0.59628,0.59628,0.59627982,2.80E-07,0.999999698,0.3587,0.358699892,3.66E+06
E352.root,3548,0.599261,0.599261,0.59926122,2.80E-07,1.000000367,0.3548,0.35480013,3.70E+06
E354.root,3578,0.602258,0.602258,0.60225752,2.80E-07,0.999999203,0.3578,0.357799715,3.67E+06
E355.root,3640,0.605269,0.605269,0.60526881,2.80E-07,0.999999686,0.364,0.363999886,3.61E+06
E356.root,3630,0.608295,0.608295,0.60829515,2.80E-07,1.000000247,0.363,0.36300009,3.62E+06
E357.root,3727,0.611337,0.611337,0.61133663,2.80E-07,0.999999395,0.3727,0.372699774,3.52E+06
E358.root,3701,0.614393,0.614393,0.61439331,2.80E-07,1.000000505,0.3701,0.370100187,3.55E+06
E359.root,3780,0.617465,0.617465,0.61746528,2.80E-07,1.000000453,0.378,0.378000171,3.47E+06
E360.root,3694,0.620553,0.620553,0.6205526,2.80E-07,0.999999355,0.3694,0.369399762,3.56E+06
E361.root,3817,0.623655,0.623655,0.62365537,2.80E-07,1.000000593,0.3817,0.381700226,3.44E+06
E362.root,3898,0.626774,0.626774,0.62677364,2.80E-07,0.999999426,0.3898,0.389799776,3.36E+06
E363.root,3816,0.629908,0.629908,0.62990751,2.80E-07,0.999999222,0.3816,0.381599703,3.44E+06
E365.root,3820,0.633057,0.633057,0.63305705,2.80E-07,1.000000079,0.382,0.38200003,3.44E+06
E366.root,3902,0.636222,0.636222,0.63622234,2.80E-07,1.000000534,0.3902,0.390200209,3.36E+06
E367.root,3993,0.639403,0.639403,0.63940345,2.80E-07,1.000000704,0.3993,0.399300281,3.28E+06
E368.root,3925,0.6426,0.6426,0.64260046,2.80E-07,1.000000716,0.3925,0.392500281,3.34E+06
E369.root,4017,0.645813,0.645813,0.64581347,2.80E-07,1.000000728,0.4017,0.401700292,3.26E+06
E370.root,3944,0.649043,0.649043,0.64904253,2.80E-07,0.999999276,0.3944,0.394399714,3.32E+06
E371.root,4026,0.652288,0.652288,0.65228775,2.80E-07,0.999999617,0.4026,0.402599846,3.25E+06
E372.root,4015,0.655549,0.655549,0.65554919,2.80E-07,1.00000029,0.4015,0.401500116,3.26E+06
E373.root,4050,0.658827,0.658827,0.65882693,2.80E-07,0.999999894,0.405,0.404999957,3.23E+06
E374.root,4132,0.662121,0.662121,0.66212107,2.80E-07,1.000000106,0.4132,0.413200044,3.16E+06
E376.root,4186,0.665432,0.665432,0.66543167,2.80E-07,0.999999504,0.4186,0.418599792,3.11E+06
E377.root,4206,0.668759,0.668759,0.66875883,2.80E-07,0.999999746,0.4206,0.420599893,3.09E+06
E378.root,4255,0.672103,0.672103,0.67210262,2.80E-07,0.999999435,0.4255,0.425499759,3.05E+06
E379.root,4197,0.675463,0.675463,0.67546314,2.80E-07,1.000000207,0.4197,0.419700087,3.10E+06
E380.root,4368,0.67884,0.67884,0.67884045,2.80E-07,1.000000663,0.4368,0.43680029,2.96E+06
E381.root,4305,0.682235,0.682235,0.68223466,2.80E-07,0.999999502,0.4305,0.430499785,3.01E+06
E382.root,4364,0.685646,0.685646,0.68564583,2.80E-07,0.999999752,0.4364,0.436399892,2.96E+06
E383.root,4433,0.689074,0.689074,0.68907406,2.80E-07,1.000000087,0.4433,0.443300039,2.91E+06
E384.root,4416,0.692519,0.692519,0.69251943,2.80E-07,1.000000621,0.4416,0.441600274,2.92E+06
E385.root,4351,0.695982,0.695982,0.69598202,2.80E-07,1.000000029,0.4351,0.435100013,2.97E+06
E388.root,4515,0.699462,0.699462,0.69946194,2.80E-07,0.999999914,0.4515,0.451499961,2.84E+06
E389.root,4434,0.702959,0.702959,0.70295924,2.80E-07,1.000000341,0.4434,0.443400151,2.90E+06
E390.root,4495,0.706474,0.706474,0.70647404,2.80E-07,1.000000057,0.4495,0.449500025,2.86E+06
E391.root,4571,0.710006,0.710006,0.71000641,2.80E-07,1.000000577,0.4571,0.457100264,2.80E+06
