Run Number,Hits,Average Energy,Extracted Energy (keV),Thickness (cm),,EnergyP,HitsP,MAC
325,9831,5.971826385,5.997985199,0.000504587,,0.995638733,0.9831,1.57E+01
326,9838,6.100447881,6.126143423,0.00053892,,0.995805593,0.9838,1.41E+01
327,9857,6.233379471,6.257039988,0.000586078,,0.996218577,0.9857,1.15E+01
328,9852,6.368590172,6.390733405,0.000626225,,0.996535103,0.9852,1.09E+01
329,9866,6.500338147,6.527283432,0.00065915,,0.995871899,0.9866,9.90E+00
33,3371,0.0125005,0.01250053,0.000688727,,0.999997592,0.3371,5.85E+02
330,9873,6.641373316,6.666751108,0.000712184,,0.99619338,0.9873,8.63E+00
331,9873,6.782221364,6.809198772,0.000740569,,0.996038094,0.9873,8.38E+00
332,9906,6.927573798,6.954690099,0.000782681,,0.996101005,0.9906,6.32E+00
333,9888,7.076604913,7.103290121,0.000775368,,0.996243261,0.9888,7.18E+00
334,9910,7.228336628,7.255065261,0.000430947,,0.996315866,0.991,1.09E+01
335,9905,7.386787897,7.410083363,8.20E-05,,0.996856248,0.9905,5.73E+01
336,9909,7.540774318,7.568413718,8.41E-05,,0.996348059,0.9909,5.64E+01
337,9902,7.702613231,7.730127098,8.62E-05,,0.996440697,0.9902,5.76E+01
338,9897,7.86757538,7.895295789,9.03E-05,,0.996488997,0.9897,5.69E+01
339,9898,8.035842885,8.063993619,9.55E-05,,0.996509083,0.9898,5.33E+01
34,3578,0.0127676,0.012767627,0.000101775,,0.999997853,0.3578,3.74E+03
340,9899,8.199385229,8.236295995,0.000109072,,0.995518524,0.9899,4.97E+01
341,9901,8.382357424,8.412279935,0.000117877,,0.996442996,0.9901,4.25E+01
342,9908,8.561827535,8.592024103,0.000126544,,0.996485512,0.9908,3.74E+01
343,9911,8.744902549,8.775608842,0.000133558,,0.99650095,0.9911,3.45E+01
344,9904,8.922047333,8.963116215,0.00014092,,0.995418013,0.9904,3.74E+01
345,9898,9.118782253,9.154630035,0.000150248,,0.996084191,0.9898,3.49E+01
346,9901,9.306057922,9.350235907,0.000159775,,0.995275201,0.9901,3.40E+01
347,9923,9.515204699,9.550021267,0.000164544,,0.996354294,0.9923,2.56E+01
348,9926,9.71687512,9.754075416,0.000169295,,0.996186179,0.9926,2.46E+01
349,9915,9.925858071,9.962489565,0.00017609,,0.996323058,0.9915,2.57E+01
35,3731,0.0130404,0.013040432,0.000183367,,0.999997564,0.3731,1.99E+03
350,9896,10.14115646,10.17535687,0.000200876,,0.996638898,0.9896,2.55E+01
351,9924,10.35440434,10.39277249,0.000220545,,0.996308189,0.9924,1.90E+01
352,9928,10.56758785,10.61483361,0.000227538,,0.995549082,0.9928,1.90E+01
353,9916,10.81108949,10.84163947,0.00023468,,0.997182162,0.9916,1.78E+01
354,9934,11.03375888,11.07329147,0.000129642,,0.996429915,0.9934,2.91E+01
355,9944,11.26720358,11.30989315,1.71E-05,,0.996225466,0.9944,2.04E+02
356,9943,11.52765597,11.55155027,1.00E-05,,0.997931507,0.9943,2.88E+02
357,9934,11.766368,11.79837085,1.00E-05,,0.99728752,0.9934,3.46E+02
358,9915,12.02079838,12.05046521,1.00E-05,,0.997538118,0.9915,4.07E+02
359,9921,12.277709,12.30794604,1.00E-05,,0.997543291,0.9921,3.85E+02
36,3980,0.0133191,0.013319065,1.00E-05,,1.000002621,0.398,3.41E+04
360,9884,12.52875553,12.57092844,1.00E-05,,0.996645204,0.9884,5.57E+02
361,9881,12.81064508,12.83952994,1.00E-05,,0.997750318,0.9881,5.27E+02
362,9880,13.08094865,13.11387063,1.09E-05,,0.99748953,0.988,4.97E+02
363,9882,13.36625942,13.39407311,2.95E-05,,0.997923433,0.9882,1.75E+02
364,9886,13.64029318,13.68026265,4.85E-05,,0.997078311,0.9886,1.10E+02
365,9855,13.94373497,13.97256717,5.00E-05,,0.997936514,0.9855,1.23E+02
366,9887,14.22947587,14.27111732,5.00E-05,,0.997082117,0.9887,1.06E+02
367,9841,14.52905042,14.57604656,5.00E-05,,0.996775797,0.9841,1.43E+02
368,9852,14.85475666,14.88749118,5.00E-05,,0.997801206,0.9852,1.27E+02
369,9864,15.16780405,15.20559041,5.00E-05,,0.99751497,0.9864,1.20E+02
37,4077,0.013602183,0.013603652,5.00E-05,,0.999892038,0.4077,6.65E+03
370,9851,15.48343121,15.53048642,5.00E-05,,0.996970139,0.9851,1.34E+02
371,9837,15.81018381,15.86232444,5.00E-05,,0.996712926,0.9837,1.46E+02
372,9854,16.17152724,16.20125281,5.00E-05,,0.99816523,0.9854,1.23E+02
373,9857,16.50930728,16.54742302,5.00E-05,,0.997696575,0.9857,1.24E+02
374,9872,16.86885633,16.9009898,5.00E-05,,0.998098722,0.9872,1.10E+02
375,9847,17.22039782,17.26211121,5.00E-05,,0.997583529,0.9847,1.32E+02
376,9870,17.59200116,17.63094865,5.00E-05,,0.997790959,0.987,1.13E+02
377,9874,17.94068707,18.007667,5.00E-05,,0.996280477,0.9874,1.22E+02
378,9881,18.34551009,18.39243464,5.00E-05,,0.997448704,0.9881,1.08E+02
379,9884,18.74113439,18.78542357,5.00E-05,,0.997642365,0.9884,1.04E+02
38,4167,0.0138943,0.01389432,5.00E-05,,0.999998594,0.4167,6.48E+03
380,9897,19.12872201,19.18680944,5.00E-05,,0.996972533,0.9897,9.92E+01
381,9900,19.54132489,19.59677167,5.00E-05,,0.997170616,0.99,9.54E+01
382,9909,19.96372097,20.01549352,5.00E-05,,0.997413376,0.9909,8.69E+01
383,9904,20.40854653,20.44316215,5.00E-05,,0.998306738,0.9904,8.40E+01
384,9906,20.81845795,20.87996873,5.00E-05,,0.997054077,0.9906,9.18E+01
385,9923,21.27452098,21.32610849,5.00E-05,,0.997581016,0.9923,7.52E+01
386,9912,21.73437307,21.78178087,5.00E-05,,0.997823511,0.9912,8.16E+01
387,9923,22.16702168,22.24718955,5.00E-05,,0.996396495,0.9923,8.40E+01
388,9920,22.66573798,22.72254256,5.00E-05,,0.997500078,0.992,7.80E+01
389,9939,23.14024066,23.20805237,5.00E-05,,0.997078095,0.9939,6.70E+01
39,4316,0.0141912,0.014191198,5.00E-05,,1.000000157,0.4316,6.22E+03
390,9934,23.63395863,23.70393602,5.00E-05,,0.997047858,0.9934,7.10E+01
391,9932,24.15286025,24.21041516,5.00E-05,,0.997622721,0.9932,6.82E+01
392,9949,24.66258952,24.72771617,5.00E-05,,0.997366249,0.9949,5.74E+01
393,9939,25.18509698,25.25607029,5.00E-05,,0.997189852,0.9939,6.62E+01
394,9938,25.72644536,25.79571369,5.00E-05,,0.997314735,0.9938,6.60E+01
395,9935,26.27198728,26.34688758,5.00E-05,,0.997157148,0.9935,6.94E+01
396,9923,26.84994425,26.90983834,5.00E-05,,0.997774268,0.9923,7.38E+01
397,9945,27.37809934,27.4848176,5.00E-05,,0.996117192,0.9945,6.97E+01
398,9962,27.98250279,28.07208237,5.00E-05,,0.996808944,0.9962,5.19E+01
399,9939,28.59587643,28.67189516,5.00E-05,,0.997348667,0.9939,6.50E+01
4,1629,0.00677107,0.006771067,5.00E-05,,1.000000495,0.1629,1.34E+04
40,4407,0.0144944,0.014494419,5.03E-05,,0.999998663,0.4407,6.03E+03
400,9948,29.19600171,29.28452408,5.30E-05,,0.996977162,0.9948,5.76E+01
401,9957,29.81992196,29.91024296,5.58E-05,,0.996980265,0.9957,4.87E+01
402,9940,30.46331748,30.5493315,5.86E-05,,0.997184422,0.994,5.59E+01
403,9927,31.12450739,31.20207537,6.15E-05,,0.997514012,0.9927,5.91E+01
404,9953,31.77408196,31.86876634,6.44E-05,,0.997028929,0.9953,4.42E+01
405,9938,32.48183011,32.54970242,6.74E-05,,0.99791481,0.9938,4.56E+01
406,9934,33.13739954,33.24518797,7.05E-05,,0.996757773,0.9934,5.19E+01
407,9925,33.87724867,33.95553388,7.36E-05,,0.997694479,0.9925,4.95E+01
408,9922,34.59294017,34.68105767,7.68E-05,,0.997459204,0.9922,5.00E+01
409,9937,35.35148047,35.42208363,8.01E-05,,0.998006804,0.9937,3.84E+01
41,4406,0.014802708,0.01480412,8.34E-05,,0.999904614,0.4406,3.64E+03
410,9926,36.07139223,36.17894301,8.68E-05,,0.997027255,0.9926,4.44E+01
411,9917,36.83828336,36.9519741,9.03E-05,,0.996923284,0.9917,4.68E+01
412,9927,37.60366482,37.74152246,9.39E-05,,0.996347322,0.9927,4.33E+01
413,9932,38.41283765,38.54794101,9.75E-05,,0.996495186,0.9932,3.92E+01
414,9920,39.24916999,39.3715902,0.0001,,0.996890646,0.992,4.13E+01
415,9924,40.09381206,40.21283821,0.0001,,0.997040096,0.9924,3.92E+01
416,9922,40.95454553,41.07206106,0.0001,,0.997138797,0.9922,3.96E+01
417,9918,41.78163035,41.94964282,0.0001,,0.995994901,0.9918,4.54E+01
418,9922,42.67609324,42.84597576,0.0001,,0.996035041,0.9922,4.37E+01
419,9899,43.62890264,43.76146054,0.0001,,0.996970899,0.9899,4.88E+01
42,4453,0.0151204,0.015120438,0.0001,,0.999997505,0.4453,3.00E+03
420,9907,44.54953661,44.69650637,0.000137648,,0.996711829,0.9907,3.40E+01
421,9916,45.50654456,45.65153122,0.000187961,,0.996824057,0.9916,2.29E+01
422,9903,46.43267489,46.62696196,0.000239349,,0.99583316,0.9903,2.15E+01
423,9924,47.43815069,47.62323462,0.000291835,,0.996113579,0.9924,1.46E+01
424,9914,48.45702768,48.64079451,0.000345442,,0.996221961,0.9914,1.33E+01
425,9910,49.52103188,49.68009648,0.000400195,,0.996798223,0.991,1.13E+01
426,9912,50.55792637,50.74160509,0.000456118,,0.996380116,0.9912,1.01E+01
427,9912,51.57005235,51.82579483,0.000513236,,0.995065344,0.9912,9.95E+00
428,9910,52.73319862,52.93315032,0.000571574,,0.996222562,0.991,8.31E+00
429,9921,53.84624118,54.06416654,0.000631159,,0.995969135,0.9921,7.02E+00
43,4492,0.0154435,0.015443514,0.000692017,,0.999999075,0.4492,4.28E+02
430,9919,54.95075394,55.21934905,0.000754175,,0.995135852,0.9919,6.39E+00
431,9914,56.17469066,56.3992142,0.000817661,,0.996019031,0.9914,5.72E+00
432,9921,57.32482777,57.60428938,0.000882504,,0.995148597,0.9921,5.37E+00
433,9919,58.5855122,58.83511327,0.000948732,,0.995757617,0.9919,4.83E+00
434,9937,59.8496896,60.09223602,0.001,,0.995963764,0.9937,3.84E+00
435,9928,61.11941121,61.37621955,0.001,,0.995815833,0.9928,4.23E+00
436,9926,62.42632722,62.68763781,0.001,,0.995831545,0.9926,4.30E+00
437,9932,63.70196046,64.02707698,0.001,,0.994922203,0.9932,4.41E+00
438,9935,65.06722022,65.39513579,0.001,,0.994985628,0.9935,4.28E+00
439,9934,66.43580837,66.79242575,0.001,,0.994660811,0.9934,4.44E+00
44,4429,0.0157735,0.015773494,0.001,,1.000000381,0.4429,3.02E+02
440,9926,67.85758523,68.21957143,0.001,,0.994693807,0.9926,4.72E+00
441,9946,69.36539601,69.67721076,0.001,,0.995524868,0.9946,3.67E+00
442,9945,70.86489179,71.16599529,0.001,,0.995768998,0.9945,3.61E+00
443,9949,72.42077232,72.6865905,0.001,,0.996342954,0.9949,3.25E+00
444,9941,73.89713333,74.23967609,0.001,,0.995385988,0.9941,3.90E+00
445,9941,75.4420425,75.82594627,0.001,,0.99493704,0.9941,4.07E+00
446,9945,77.09267788,77.44611009,0.001,,0.995436411,0.9945,3.74E+00
447,9950,78.62856072,79.10089176,0.001,,0.994028752,0.995,4.07E+00
448,9914,80.44397935,80.79103094,0.001,,0.99570433,0.9914,4.79E+00
449,9925,82.11707827,82.51728312,0.001,,0.995150048,0.9925,4.59E+00
45,4307,0.0161105,0.016110524,0.001,,0.99999849,0.4307,3.12E+02
450,9937,83.81278783,84.28041993,0.001,,0.994451474,0.9937,4.40E+00
451,9915,85.70467266,86.08122947,0.001,,0.995625564,0.9915,4.79E+00
452,9924,87.54518684,87.92051668,0.001,,0.995731032,0.9924,4.41E+00
453,9913,89.38904904,89.79910373,0.001,,0.995433644,0.9913,4.93E+00
454,9923,91.38991642,91.71783031,0.001,,0.996424753,0.9923,4.19E+00
455,9923,93.38537916,93.6775541,0.001,,0.996881057,0.9923,4.02E+00
456,9893,95.37521497,95.67915107,0.001,,0.996823382,0.9893,5.16E+00
457,9921,97.33449784,97.72351591,0.001,,0.996019197,0.9921,4.41E+00
458,9919,99.42120859,99.81156245,0.001,,0.996089092,0.9919,4.46E+00
459,9902,101.5663834,101.944224,0.001,,0.996293654,0.9902,5.02E+00
46,4313,0.0164548,0.016454756,0.001,,1.000002677,0.4313,3.11E+02
460,9907,103.7736138,104.1224539,0.001195017,,0.996649712,0.9907,3.94E+00
461,9896,105.9116288,106.3472258,0.001432828,,0.995904011,0.9896,3.76E+00
462,9877,108.173131,108.6195341,0.001675721,,0.995890213,0.9877,3.65E+00
463,9911,110.445243,110.9403946,0.001923804,,0.995536779,0.9911,2.58E+00
464,9877,112.8589645,113.3108446,0.002177187,,0.996012031,0.9877,2.79E+00
465,9897,115.2072394,115.7319437,0.002435985,,0.99546621,0.9897,2.27E+00
466,9895,117.6380835,118.2047741,0.002700312,,0.995205857,0.9895,2.11E+00
467,9878,120.0173491,120.7304412,0.002970287,,0.994093518,0.9878,2.27E+00
468,9885,122.7533381,123.3100739,0.00324603,,0.995485074,0.9885,1.84E+00
469,9877,125.3217079,125.9448254,0.003527665,,0.995052457,0.9877,1.82E+00
47,4151,0.0168063,0.016806343,0.003815318,,0.999997457,0.4151,8.54E+01
470,9872,128.0535132,128.6358732,0.004109117,,0.995472802,0.9872,1.57E+00
471,9882,130.7533967,131.3844204,0.004409194,,0.99519712,0.9882,1.40E+00
472,9849,133.6039424,134.1916954,0.004715682,,0.995620049,0.9849,1.54E+00
473,9868,136.4496089,137.0589531,0.005028719,,0.995554145,0.9868,1.31E+00
474,9879,139.4335881,139.9874752,0.005348445,,0.99604331,0.9879,1.12E+00
475,9878,142.3946043,142.9785706,0.005675002,,0.995915708,0.9878,1.07E+00
476,9858,145.4705084,146.0335764,0.006008537,,0.996144256,0.9858,1.12E+00
477,9849,148.449038,149.1538582,0.006349199,,0.995274542,0.9849,1.16E+00
478,9854,151.7759508,152.3408107,0.006697139,,0.996292131,0.9854,1.02E+00
479,9841,154.9138355,155.5958583,0.007052513,,0.995616703,0.9841,1.07E+00
48,4142,0.0171654,0.017165442,0.007415481,,0.999997563,0.4142,4.40E+01
480,9842,158.0476152,158.9204562,0.007786205,,0.994507686,0.9842,1.02E+00
481,9851,161.5511091,162.3160904,0.008164849,,0.995287089,0.9851,8.95E-01
482,9830,164.9710868,165.7842786,0.008551584,,0.995094879,0.983,9.56E-01
483,9859,168.3393478,169.3265713,0.008946583,,0.994169707,0.9859,8.30E-01
484,9856,171.9970813,172.9445516,0.009350021,,0.994521537,0.9856,7.92E-01
485,9836,175.5578499,176.6398369,0.009762079,,0.993874615,0.9836,8.60E-01
486,9846,179.4720739,180.414079,0.01,,0.99477865,0.9846,7.69E-01
487,9848,183.4175058,184.2689648,0.01,,0.99537926,0.9848,7.39E-01
488,9844,187.0400158,188.2062174,0.01,,0.993803596,0.9844,8.13E-01
489,9826,191.1233825,192.2275969,0.01,,0.994255692,0.9826,8.63E-01
49,3936,0.0175322,0.017532214,0.01,,0.999999216,0.3936,3.45E+01
490,9841,195.04409,196.3349007,0.01,,0.993425465,0.9841,8.38E-01
491,9826,199.5180903,200.5299648,0.01,,0.994953999,0.9826,8.37E-01
492,9817,203.5819514,204.8146643,0.01,,0.993981325,0.9817,9.08E-01
493,9808,207.9669418,209.1909145,0.01,,0.994149016,0.9808,9.35E-01
494,9822,212.182017,213.6606714,0.01,,0.993079426,0.9822,9.22E-01
495,9811,216.6764258,218.2259331,0.01,,0.992899527,0.9811,9.71E-01
496,9826,221.461843,222.8887403,0.01,,0.993598163,0.9826,8.88E-01
497,9829,226.140966,227.651177,0.01,,0.993366118,0.9829,8.85E-01
498,9804,230.9324812,232.5153722,0.010837407,,0.993192317,0.9804,9.10E-01
499,9794,236.0137388,237.4835,0.011893721,,0.993811102,0.9794,8.42E-01
5,1452,0.00691574,0.006915743,0.012972605,,0.999999536,0.1452,5.51E+01
50,3852,0.0179068,0.017906822,0.014074541,,0.999998747,0.3852,2.51E+01
51,3618,0.0182894,0.018289435,0.015200021,,0.999998067,0.3618,2.48E+01
52,3592,0.0186802,0.018680223,0.01634955,,0.999998742,0.3592,2.32E+01
53,3560,0.0190794,0.019079362,0.017523641,,1.000002014,0.356,2.18E+01
54,3505,0.019487,0.019487028,0.018722819,,0.999998564,0.3505,2.07E+01
55,3491,0.0199034,0.019903405,0.019947619,,0.999999751,0.3491,1.95E+01
56,3427,0.0203287,0.020328679,0.021198589,,1.000001053,0.3427,1.87E+01
57,3371,0.020763,0.020763039,0.022476289,,0.999998121,0.3371,1.79E+01
58,3282,0.0212067,0.02120668,0.023781289,,1.000000926,0.3282,1.74E+01
59,3327,0.0216598,0.021659801,0.025114173,,0.999999957,0.3327,1.62E+01
6,1257,0.00706351,0.007063511,0.026475536,,0.999999851,0.1257,2.90E+01
60,3199,0.0221226,0.022122603,0.027865987,,0.999999852,0.3199,1.51E+01
61,3140,0.0225953,0.022595294,0.029286149,,1.000000254,0.314,1.46E+01
62,3161,0.0230781,0.023078085,0.030736654,,1.000000642,0.3161,1.39E+01
63,3116,0.0235712,0.023571192,0.032218152,,1.000000346,0.3116,1.34E+01
64,3123,0.0240748,0.024074835,0.033731306,,0.999998561,0.3123,1.28E+01
65,3110,0.024585673,0.024589239,0.03527679,,0.999854985,0.311,1.23E+01
66,3058,0.0251146,0.025114634,0.036855297,,0.999998646,0.3058,1.19E+01
67,3026,0.0256513,0.025651255,0.038467532,,1.00000174,0.3026,1.15E+01
68,3114,0.0261993,0.026199343,0.040114215,,0.999998373,0.3114,1.08E+01
69,3091,0.0267591,0.026759141,0.041796082,,0.999998475,0.3091,1.04E+01
7,1209,0.00721444,0.007214436,0.043513886,,1.000000521,0.1209,1.80E+01
70,3027,0.0273309,0.0273309,0.045268394,,0.999999995,0.3027,9.78E+00
71,3012,0.0279149,0.027914876,0.04706039,,1.000000853,0.3012,9.44E+00
72,3092,0.0285113,0.02851133,0.048890676,,0.999998949,0.3092,8.89E+00
73,3067,0.0291205,0.029120528,0.050521151,,0.999999035,0.3067,8.66E+00
74,3053,0.0297427,0.029742743,0.051830311,,0.999998558,0.3053,8.48E+00
75,3143,0.0303783,0.030378252,0.053167445,,1.000001564,0.3143,8.06E+00
76,3156,0.0310273,0.031027341,0.054533148,,0.999998681,0.3156,7.83E+00
77,3226,0.0316903,0.031690298,0.055928033,,1.000000051,0.3226,7.49E+00
78,3225,0.0323674,0.032367421,0.057352722,,0.999999347,0.3225,7.31E+00
79,3265,0.033059,0.033059012,0.058807852,,0.999999639,0.3265,7.05E+00
8,1106,0.00736859,0.007368586,0.060294073,,1.000000512,0.1106,1.35E+01
80,3218,0.0337654,0.03376538,0.061812051,,1.000000597,0.3218,6.79E+00
81,3243,0.0344868,0.034486841,0.063362463,,0.999998822,0.3243,6.58E+00
82,3203,0.0352237,0.035223717,0.064946002,,0.999999524,0.3203,6.49E+00
83,3352,0.0359763,0.035976338,0.066563377,,0.999998953,0.3352,6.08E+00
84,3288,0.036745,0.03674504,0.06821531,,0.999998919,0.3288,6.04E+00
85,3364,0.0375302,0.037530167,0.069902539,,1.000000892,0.3364,5.77E+00
86,3391,0.0383321,0.038332069,0.07162582,,1.000000807,0.3391,5.59E+00
87,3291,0.0391511,0.039151106,0.073385921,,0.999999853,0.3291,5.61E+00
88,3371,0.0399876,0.039987643,0.075183631,,0.999998933,0.3371,5.36E+00
89,3302,0.0408421,0.040842054,0.077019751,,1.000001131,0.3302,5.33E+00
9,983,0.00752603,0.00752603,0.078895104,,1.000000011,0.0983,1.09E+01
90,3364,0.0417147,0.041714721,0.080810528,,0.999999496,0.3364,4.99E+00
91,3404,0.042606,0.042606034,0.082766878,,0.999999192,0.3404,4.82E+00
92,3565,0.0435164,0.043516392,0.084765029,,1.000000174,0.3565,4.51E+00
93,3459,0.0444462,0.044446202,0.086805874,,0.999999957,0.3459,4.53E+00
94,3450,0.0453959,0.045395879,0.088890326,,1.000000473,0.345,4.43E+00
95,3587,0.0463658,0.046365847,0.091019317,,0.999998991,0.3587,4.17E+00
96,3508,0.0473565,0.04735654,0.093193797,,0.999999151,0.3508,4.16E+00
97,3544,0.0483684,0.048368402,0.095414738,,0.999999965,0.3544,4.03E+00
98,3715,0.0494019,0.049401883,0.097683135,,1.000000335,0.3715,3.75E+00
99,3689,0.0504574,0.050457448,0.1,,0.999999058,0.3689,3.69E+00
