Energy (keV),LACm
0.00613,47303.93684
0.006222,46347.25252
0.01069,60293.96489
0.011428,66557.59842
0.012216,72660.22645
0.020833,71086.52747
0.023807,56554.48219
0.02545,48980.99096
0.027206,41652.12423
0.029083,34858.21128
0.03109,28777.3969
0.032928,24177.83318
0.033235,23490.18386
0.033432,23061.18209
0.033566,22773.44967
0.033768,25414.45933
0.034272,24229.77044
0.034888,22867.45611
0.035422,21759.11499
0.035528,21545.13348
0.035564,21472.94069
0.03577,53916.06939
0.035778,53879.71331
0.036318,51535.78477
0.036464,50923.44448
0.036682,51942.45352
0.03723,49691.49268
0.03798,46819.36221
0.040601,38332.29459
0.043402,31073.02379
0.045864,26033.0321
0.046397,25087.77397
0.046566,24796.92531
0.046753,24482.18552
0.047034,36283.36969
0.047736,34871.1956
0.049598,31529.03293
0.05302,26622.52
0.056679,22428.58627
0.06059,18977.35535
0.06477,16324.9195
0.069239,14450.50379
0.074017,13286.5898
0.075558,13055.98837
0.076715,12923.02898
0.077023,12892.90537
0.077485,13033.13597
0.078642,12951.0751
0.079124,12924.5871
0.084584,12907.96718
0.09042,13319.82965
0.096659,14074.47803
0.1,14563.72702
0.1005,14640.07479
0.101002,14717.98068
0.101508,14797.44469
0.102015,14877.42807
0.102525,14958.45019
0.103038,15039.99169
0.103553,15123.09131
0.104071,15207.22967
0.104591,15292.40677
0.105114,15378.62262
0.10564,15464.83848
0.106168,15553.13182
0.106699,15641.42516
0.107232,15730.23787
0.107768,15819.56996
0.108307,15910.97954
0.108849,16002.38911
0.109393,16093.27932
0.10994,16185.72764
0.11049,16278.69534
0.111042,16372.1824
0.111597,16466.18884
0.112155,16560.71466
0.112716,16655.75984
0.11328,16750.80503
0.114415,16942.45352
0.114987,17039.57619
0.115562,17136.69887
0.11614,17234.86029
0.116721,17333.54108
0.117304,17431.7025
0.117891,17529.86392
0.11848,17628.02535
0.119073,17726.18677
0.120868,18021.1904
0.121472,18119.35182
0.122079,18217.51324
0.12269,18315.67467
0.123303,18412.79734
0.124539,18608.60081
0.125162,18705.72349
0.126417,18897.89135
0.127049,18994.49465
0.127684,19089.53984
0.128964,19280.14958
0.129609,19374.15602
0.130257,19467.64309
0.132221,19744.98805
0.133546,19927.28784
0.136237,20282.53869
0.137603,20452.89291
0.138291,20537.03127
0.139677,20700.11426
0.140376,20780.61701
0.141078,20859.56165
0.142492,21014.33468
0.14464,21234.54867
0.14609,21375.81801
0.147555,21510.33551
0.154329,22032.30498
0.158226,22260.82892
0.161414,22412.48572
0.162221,22446.24494
0.170517,22682.0401
0.174823,22733.97736
0.1922,22552.71632
0.210253,21891.03563
0.212361,21792.87421
0.223221,21237.6649
0.228858,20925.0026
0.238174,20382.7776
0.245589,20918.77013
0.258596,19948.58211
0.269803,19759.01111
0.275239,19330.00935
0.282189,18796.61369
0.285018,18583.15155
0.289315,18266.33427
0.292216,18057.02711
0.296621,17745.40355
0.298104,17642.04841
0.299594,17538.69326
0.301092,17436.37686
0.302598,17334.06045
0.308695,16929.4692
0.310239,16829.23029
0.314916,16530.59105
0.31649,16431.39088
0.318073,16332.71009
0.319663,16234.54867
0.321261,16136.38724
0.322868,16039.26457
0.326104,15845.01922
0.33102,15557.2868
0.332676,15461.72224
0.334339,15366.67705
0.339379,15085.17711
0.341076,14991.69004
0.342781,14899.76109
0.344495,14806.27402
0.349689,14531.52592
0.351437,14441.67446
0.35496,14260.93279
0.356735,14171.60071
0.358519,14082.78799
0.360311,13994.49465
0.362113,13906.20131
0.363923,13818.94671
0.365743,13731.69212
0.367572,13644.43752
0.36941,13558.22167
0.371257,13472.00582
0.373113,13386.82871
0.374978,13301.6516
0.376853,13217.51324
0.378738,13133.37488
0.380631,13050.27527
0.382534,12966.65628
0.384447,12883.55666
0.386369,12801.49579
0.388301,12720.47367
0.390243,12638.93217
0.392194,12557.91004
0.394155,12477.92666
0.396126,12397.42391
0.398106,12318.47928
0.400097,12239.01527
0.402097,12161.10938
0.404108,12082.68412
0.406128,12005.81697
0.408159,11928.43046
0.4102,11851.04394
0.412251,11775.21554
0.414312,11698.86777
0.416384,11623.55874
0.418466,11549.28846
0.420558,11474.49881
0.422661,11401.26727
0.424774,11326.99699
0.424777,11326.99699
0.425823,12065.54482
0.426898,12027.63062
0.429032,11953.36034
0.431177,11879.09006
0.433333,11805.33915
0.4355,11732.10761
0.437678,11659.91482
0.439866,11587.72203
0.442065,11515.52924
0.444276,11444.37519
0.446497,11373.22115
0.448729,11302.0671
0.450973,11231.9518
0.453228,11162.35587
0.455494,11093.27932
0.457772,11024.20276
0.46006,10956.16495
0.462361,10888.12714
0.464673,10819.56996
0.466996,10752.57089
0.469331,10685.57183
0.471678,10619.09214
0.474036,10553.13182
0.476406,10488.21024
0.478788,10421.73055
0.481182,10357.84772
0.483588,10292.40677
0.486006,10228.52394
0.488436,10165.16049
0.490878,10101.27766
0.490922,10100.23891
0.492278,10230.60143
0.493333,10203.07469
0.495799,10140.2306
0.498278,10077.90589
0.50077,10016.10055
0.503273,9954.295211
0.50579,9893.009245
0.508319,9831.723278
0.51086,9770.956684
0.513415,9710.709463
0.515982,9650.981614
0.518562,9591.253765
0.521154,9531.525917
0.52376,9472.836813
0.526379,9414.14771
0.529011,9355.458606
0.531656,9297.288875
0.534314,9239.638517
0.536986,9181.988158
0.539671,9124.857173
0.542369,9068.245559
0.545081,9011.633946
0.547806,8955.022333
0.550545,8898.930092
0.553298,8843.357224
0.556065,8787.784356
0.558845,8732.730861
0.561639,8677.677366
0.564447,8623.143243
0.56727,8569.128493
0.570106,8515.113743
0.572956,8461.098992
0.575821,8407.603615
0.5787,8354.108237
0.581594,8301.132232
0.584502,8248.6756
0.587424,8196.218967
0.590361,8143.762335
0.593313,8091.825075
0.594108,8077.802015
0.595893,8252.311208
0.59628,8245.039992
0.599261,8193.102732
0.602258,8141.165472
0.605269,8089.228212
0.608295,8037.810325
0.611337,7986.911811
0.614393,7936.013296
0.617465,7885.114781
0.620553,7834.735639
0.623655,7784.356497
0.626774,7734.496728
0.629908,7684.636959
0.633057,7631.141581
0.636222,7575.568713
0.639403,7519.995845
0.6426,7465.461722
0.645813,7410.408227
0.649043,7356.393477
0.652288,7302.378726
0.655549,7248.883349
0.658827,7195.387971
0.662121,7142.411966
0.665432,7089.435961
0.668759,7036.979329
0.672103,6985.042069
0.675463,6933.104809
0.67884,6881.16755
0.682235,6830.269035
0.685646,6778.851148
0.689074,6724.317025
0.692519,6669.782902
0.695982,6616.287525
0.699462,6562.792147
0.702959,6509.29677
0.706474,6456.840137
0.710006,6404.383505
0.713556,6351.926872
0.717124,6299.989613
0.72071,6248.571725
0.724313,6197.153838
0.727935,6145.735951
0.731575,6094.837436
0.735233,6044.458294
0.738909,5994.598525
0.742603,5944.219383
0.746316,5894.878986
0.750048,5846.057962
0.753798,5797.236938
0.757567,5748.415914
0.761355,5700.633635
0.765162,5652.331983
0.768987,5605.069077
0.772832,5557.80617
0.776697,5511.062636
0.78058,5464.319103
0.784483,5418.094941
0.788405,5372.390153
0.792347,5326.685364
0.796309,5281.499948
0.800291,5236.314532
0.804292,5191.856238
0.808314,5147.553755
0.812355,5103.562896
0.816417,5059.935598
0.820499,5016.567986
0.824601,4973.563935
0.828725,4930.767633
0.832868,4888.334891
0.837032,4846.057962
0.841218,4804.144593
0.845424,4762.542848
0.849651,4721.252727
0.853899,4680.274229
0.858169,4639.555417
0.862459,4599.044354
0.866772,4558.94879
0.871106,4519.164849
0.875461,4479.692531
0.879838,4440.4799
0.884238,4401.578893
0.888659,4362.885634
0.893102,4324.607874
0.897568,4286.537862
0.902055,4248.831412
0.906566,4211.33271
0.911099,4174.145632
0.915654,4137.374052
0.920232,4100.758284
0.924833,4064.402202
0.929458,4028.409681
0.934105,3992.624909
0.938775,3957.255635
0.943469,3922.042173
0.948187,3887.140334
0.952928,3852.498182
0.957692,3818.219591
0.962481,3784.096811
0.967293,3750.337592
0.97213,3716.734185
0.97699,3683.598213
0.981875,3650.618053
0.986785,3617.89758
0.991718,3585.436792
0.996677,3553.287629
1.001661,3518.905163
1.006669,3479.796406
1.011702,3440.999273
1.016761,3402.825387
1.021844,3365.015062
1.026954,3327.724109
1.032088,3290.848655
1.037249,3253.765451
1.042435,3216.26675
1.047647,3179.183546
1.052885,3142.567778
1.05815,3106.419445
1.063441,3070.842422
1.068758,3035.525086
1.074102,3000.830996
1.079472,2966.44853
1.084869,2932.585437
1.090294,2899.189779
1.095745,2866.105744
1.101224,2833.541082
1.10673,2801.391919
1.112264,2769.606316
1.117825,2738.236211
1.123414,2707.229667
1.129031,2676.586683
1.134677,2646.411135
1.14035,2616.651085
1.146052,2587.150722
1.151782,2558.117794
1.157541,2529.344552
1.163328,2500.986808
1.169145,2472.992625
1.174991,2445.310065
1.180866,2418.043004
1.18677,2391.087566
1.192704,2364.443752
1.198668,2338.163498
1.204661,2312.194869
1.210684,2286.537862
1.216738,2261.192479
1.222821,2236.210658
1.228935,2211.488522
1.23508,2187.129947
1.241256,2162.979121
1.247462,2139.191856
1.253699,2115.664278
1.259968,2092.50026
1.266267,2069.543991
1.272599,2046.899346
1.278962,2024.514387
1.285357,2002.389114
1.291783,1980.523528
1.298242,1958.969565
1.304733,1937.727226
1.311257,1916.692635
1.317813,1895.813857
1.324402,1875.246702
1.331025,1855.043108
1.33768,1834.995326
1.344368,1815.20723
1.35109,1795.574945
1.357845,1776.358159
1.364634,1757.19331
1.371458,1738.340085
1.378315,1719.694609
1.385207,1701.360756
1.392133,1683.130778
1.399093,1665.160486
1.406089,1647.449881
1.413119,1629.895087
1.420185,1612.548042
1.427286,1595.408746
1.434422,1578.4772
1.441594,1561.701465
1.448802,1545.185416
1.456046,1528.825179
1.463326,1512.724629
1.470643,1496.77989
1.477996,1481.0429
1.485386,1465.513659
1.492813,1450.036356
1.500277,1434.818739
1.507779,1419.808871
1.515318,1404.954815
1.522894,1390.308507
1.530509,1375.766075
1.538161,1361.431391
1.545852,1347.200582
1.553581,1333.281396
1.561349,1319.466085
1.569156,1305.702711
1.577002,1292.199024
1.584887,1278.851148
1.592811,1265.607147
1.600775,1252.570894
1.608779,1239.638517
1.616823,1226.913888
1.624907,1214.293134
1.633032,1201.880129
1.641197,1189.519061
1.649403,1177.417679
1.65765,1165.264361
1.665938,1153.474603
1.674268,1141.632907
1.682639,1129.998961
1.691052,1118.572764
1.699507,1107.146567
1.708005,1095.72037
1.716545,1084.398047
1.725128,1073.179599
1.733753,1062.013088
1.742422,1051.002389
1.751134,1040.199439
1.75989,1029.448426
1.768689,1018.853225
1.777533,1008.413836
1.78642,997.9744469
1.795353,987.7428067
1.804329,977.615041
1.808849,972.5771268
1.809551,3259.790173
1.813351,3243.222188
1.822418,3204.425055
1.83153,3166.04342
1.840688,3128.181157
1.849891,3090.78633
1.85914,3053.755064
1.868436,3017.295108
1.870939,3007.58284
1.872261,4458.709878
1.877778,4426.768464
1.887167,4373.117274
1.896603,4320.193207
1.906086,4267.892386
1.915617,4216.26675
1.925194,4165.212423
1.934821,4114.885219
1.944495,4065.077387
1.954217,4015.996676
1.963988,3967.435338
1.973808,3919.44531
1.983677,3872.026592
1.993596,3825.127246
2.003563,3778.799211
2.013581,3733.094422
2.023649,3688.01288
2.033768,3643.398774
2.043936,3599.355978
2.054156,3555.884492
2.064427,3512.88044
2.074749,3470.447699
2.085123,3428.482393
2.095548,3387.192272
2.106026,3346.265711
2.116556,3305.858523
2.127139,3265.970707
2.137775,3226.602264
2.148464,3187.701257
2.159206,3149.319622
2.170002,3111.301548
2.180852,3073.802846
2.191756,3036.823517
2.202715,3000.259686
2.213729,2964.163291
2.224797,2928.482393
2.235921,2893.216994
2.247101,2858.41903
2.258336,2824.036564
2.269628,2790.069596
2.27865,2763.373844
2.280976,2756.570063
2.283349,3234.808352
2.292381,3202.24369
2.303843,3161.421003
2.315362,3121.221564
2.326939,3081.541498
2.338573,3042.328867
2.350266,3003.635608
2.362018,2964.94235
2.373828,2926.560715
2.385697,2888.594578
2.397625,2851.97881
2.409614,2817.440532
2.421662,2783.421627
2.43377,2749.870157
2.445939,2716.474499
2.458169,2683.598213
2.470459,2651.241301
2.482812,2619.247948
2.495226,2587.877844
2.507702,2556.871299
2.52024,2526.332191
2.532841,2496.260517
2.545506,2466.604342
2.558233,2437.415602
2.571024,2408.538486
2.571655,2407.136179
2.578144,2561.182092
2.58388,2547.159032
2.596799,2515.996676
2.609783,2485.197881
2.622832,2454.970396
2.635946,2425.054534
2.649126,2395.606108
2.662371,2366.521242
2.675683,2337.748
2.689062,2309.390257
2.702507,2281.551885
2.716019,2255.167757
2.7296,2229.199127
2.743248,2203.645996
2.756964,2178.508362
2.770749,2153.630414
2.784602,2129.167965
2.798525,2105.017139
2.812518,2081.177937
2.814046,2078.633011
2.825155,2152.539732
2.826581,2150.098681
2.840714,2126.155604
2.854917,2102.524151
2.869192,2079.048509
2.883538,2055.988366
2.897955,2033.135972
2.912445,2010.491326
2.927007,1988.262179
2.941642,1966.084969
2.956351,1944.219383
2.971132,1922.66542
2.985988,1901.423081
3.000918,1880.284616
3.015922,1857.639971
3.031002,1835.255012
3.046157,1813.233614
3.061388,1791.368027
3.076695,1769.814065
3.092078,1748.467851
3.107539,1727.433261
3.123076,1706.554482
3.138692,1686.039265
3.154385,1665.783733
3.170157,1645.735951
3.186008,1625.895918
3.201938,1606.211696
3.217948,1586.891036
3.234037,1567.726187
3.250208,1548.872961
3.266459,1530.123611
3.282791,1511.685883
3.299205,1493.55978
3.315701,1475.537551
3.332279,1457.671133
3.348941,1440.116339
3.365686,1422.66542
3.382514,1405.474187
3.399427,1388.490703
3.416424,1371.663031
3.433506,1355.146982
3.450673,1338.682871
3.467927,1322.530383
3.485266,1306.533707
3.502693,1290.796718
3.520206,1275.163602
3.537807,1259.790173
3.555496,1244.572556
3.573274,1229.614626
3.59114,1214.812506
3.609096,1200.166199
3.627141,1185.416017
3.645277,1170.665836
3.663503,1156.17534
3.681821,1141.840656
3.70023,1127.609847
3.718731,1113.638724
3.737325,1099.823413
3.756011,1086.008102
3.774791,1072.244728
3.793665,1058.637166
3.812634,1045.289291
3.831697,1032.045289
3.850855,1019.009037
3.87011,1006.180534
3.88946,993.5597798
3.908908,981.0429002
3.928452,968.7337696
3.948094,956.5804508
3.967835,944.5829438
3.987674,932.7412486
4.055024,894.1518645
4.334821,756.7258751
4.633924,641.1135348
4.953664,541.6536824
5.295467,457.7490392
5.660855,386.922198
6.051453,327.2982237
6.469004,277.3189986
6.915365,235.3692739
7.392525,200.1194557
7.902609,170.3645996
8.44789,144.6660434
9.030794,122.5719331
9.653919,102.7734497
10.00266,93.59613587
10.15577,89.88262179
10.19659,88.92697621
10.25783,235.3433053
10.32004,230.8299574
10.41094,224.4260933
11.03212,188.1583048
11.31312,175.2882518
11.48628,168.0481978
11.53246,166.1940376
11.60172,227.1631869
11.77488,218.2299782
11.79334,217.305495
11.8578,214.1425158
12.0393,205.5884492
12.0877,203.3863093
12.1603,231.5518853
12.3418,223.1328555
12.60708,211.6235587
13.47697,179.0588969
14.40688,151.0023891
15.40095,127.2151241
16.46362,106.9647865
17.59961,89.93455905
18.81398,75.64661888
20.11215,63.68546795
21.49988,53.59405838
22.98338,45.13036252
24.56923,37.98950867
26.2645,31.97621274
28.07676,26.73470448
30.01405,22.32315363
32.08502,18.6657318
34.29889,15.62636335
36.66551,13.09805755
39.19543,10.9951179
41.89992,9.241716007
44.79101,7.775527163
47.88159,6.540459125
51.18542,5.506388283
54.71721,4.628544718
58.4927,3.891191441
62.5287,3.276306222
66.84318,2.763477719
68.1345,2.632855511
69.17738,2.533915031
69.45548,2.508465773
69.87263,10.99044354
70.9155,10.59623974
71.45536,10.40095565
76.38578,8.789861847
81.6564,7.405214501
87.29069,6.239742391
93.31374,5.2539732
99.75239,4.418146879
106.6353,3.718759738
113.9931,3.133271009
121.8587,2.642879402
130.2669,2.232107614
139.2553,1.887711644
148.864,1.594110315
159.1356,1.348706762
170.1159,1.143502649
181.8539,0.971694193
194.4018,0.827827984
207.8156,0.707229667
222.1548,0.606107822
237.4835,0.521190402
253.8699,0.449859769
271.3869,0.389841072
290.1126,0.339259375
310.1304,0.297210969
331.5294,0.262257193
354.4049,0.232434819
378.8588,0.206923237
405.0001,0.185073232
432.9451,0.166277137
