Run Number,Hits,Average Energy,Energy (keV),RealC,Thickness
579,471,1.266270000000002,1.266267,39847.000000,7.00000e-05
58,561,0.09042000000000117,0.090420,256460.000000,1.20000e-05
580,424,1.2698858650521807,1.272599,39411.000000,7.00000e-05
581,473,1.2789599999999928,1.278962,38980.000000,7.00000e-05
582,525,1.283240335221629,1.285357,38554.000000,7.00000e-05
583,511,1.2896756633768187,1.291783,38133.000000,7.00000e-05
584,529,1.2958826694909638,1.298242,37718.000000,7.00000e-05
585,553,1.3027296685369611,1.304733,37309.000000,7.00000e-05
586,587,1.3087857716896558,1.311257,36904.000000,7.00000e-05
587,576,1.3151802174446223,1.317813,36502.000000,7.00000e-05
588,625,1.3197568042712464,1.324402,36106.000000,7.00000e-05
589,571,1.3285876479372918,1.331025,35717.000000,7.00000e-05
59,543,0.09665890000000088,0.096659,270990.000000,1.20000e-05
590,620,1.3348736586384202,1.337680,35331.000000,7.00000e-05
591,583,1.3443700000000172,1.344368,34950.000000,7.00000e-05
592,629,1.3510899999999995,1.351090,34572.000000,7.00000e-05
593,677,1.3560860791468725,1.357845,34202.000000,7.00000e-05
594,680,1.362945555108813,1.364634,33833.000000,7.00000e-05
595,636,1.367486945915996,1.371458,33470.000000,7.00000e-05
596,733,1.3750591851586238,1.378315,33111.000000,7.00000e-05
597,756,1.3800759807474983,1.385207,32758.000000,7.00000e-05
598,803,1.3875855228837568,1.392133,32407.000000,7.00000e-05
599,766,1.390862442921633,1.399093,32061.000000,7.00000e-05
60,4,0.09999999999999999,0.100000,280410.000000,2.80000e-05
600,816,1.4029091875067394,1.406089,31720.000000,7.00000e-05
601,797,1.411253292696247,1.413119,31382.000000,7.00000e-05
602,876,1.4183717556635,1.420185,31048.000000,7.00000e-05
603,847,1.4217422210170405,1.427286,30718.000000,7.00000e-05
604,884,1.4286800751892448,1.434422,30392.000000,7.00000e-05
605,946,1.4365689738519258,1.441594,30069.000000,7.00000e-05
606,917,1.4444198233164358,1.448802,29751.000000,7.00000e-05
607,912,1.4511900367628219,1.456046,29436.000000,7.00000e-05
608,1035,1.4617481755306356,1.463326,29126.000000,7.00000e-05
609,1004,1.4657212478580588,1.470643,28819.000000,7.00000e-05
61,8,0.10050000000000002,0.100500,281880.000000,2.80000e-05
610,1089,1.469727227063985,1.477996,28516.000000,7.00000e-05
611,1066,1.4771656594052045,1.485386,28217.000000,7.00000e-05
612,1097,1.4874894881487242,1.492813,27919.000000,7.00000e-05
613,1061,1.4910915192657614,1.500277,27626.000000,7.00000e-05
614,1169,1.4998525198321797,1.507779,27337.000000,7.00000e-05
615,1151,1.5064024826156175,1.515318,27051.000000,7.00000e-05
616,1151,1.5196898247784152,1.522894,26769.000000,7.00000e-05
617,1165,1.5305100000000338,1.530509,26489.000000,7.00000e-05
618,1198,1.5349031950407261,1.538161,26213.000000,7.00000e-05
619,1243,1.540584313926255,1.545852,25939.000000,7.00000e-05
62,6,0.101003,0.101002,283380.000000,2.80000e-05
620,1273,1.5478192059613753,1.553581,25671.000000,7.00000e-05
621,1308,1.5592451882929403,1.561349,25405.000000,7.00000e-05
622,1298,1.5632399924796812,1.569156,25140.000000,7.00000e-05
623,1395,1.5666699123096495,1.577002,24880.000000,7.00000e-05
624,1432,1.5806102996337736,1.584887,24623.000000,7.00000e-05
625,1381,1.5825130972693036,1.592811,24368.000000,7.00000e-05
626,1465,1.5974354537105,1.600775,24117.000000,7.00000e-05
627,1480,1.5999784916536568,1.608779,23868.000000,7.00000e-05
628,1482,1.6106438577057485,1.616823,23623.000000,7.00000e-05
629,1556,1.6207735494111704,1.624907,23380.000000,7.00000e-05
63,11,0.10150800000000001,0.101508,284910.000000,2.80000e-05
630,1582,1.622311948638674,1.633032,23141.000000,7.00000e-05
631,1632,1.6332124651137219,1.641197,22903.000000,7.00000e-05
632,1647,1.6433337092021645,1.649403,22670.000000,7.00000e-05
633,1698,1.651154326848604,1.657650,22436.000000,7.00000e-05
634,1729,1.6602727718524262,1.665938,22209.000000,7.00000e-05
635,1724,1.6661944245216582,1.674268,21981.000000,7.00000e-05
636,1776,1.6755986662110642,1.682639,21757.000000,7.00000e-05
637,1741,1.6828216200504158,1.691052,21537.000000,7.00000e-05
638,1815,1.695801706147493,1.699507,21317.000000,7.00000e-05
639,1793,1.698516811265932,1.708005,21097.000000,7.00000e-05
64,13,0.10201499999999998,0.102015,286450.000000,2.80000e-05
640,1923,1.7100063792519342,1.716545,20879.000000,7.00000e-05
641,1962,1.720438143564547,1.725128,20663.000000,7.00000e-05
642,1981,1.7291850707344736,1.733753,20448.000000,7.00000e-05
643,1991,1.7338491467751014,1.742422,20236.000000,7.00000e-05
644,2043,1.7446641704012196,1.751134,20028.000000,7.00000e-05
645,1976,1.752844638222504,1.759890,19821.000000,7.00000e-05
646,2092,1.761931862411038,1.768689,19617.000000,7.00000e-05
647,2165,1.7720913047945925,1.777533,19416.000000,7.00000e-05
648,2112,1.7787263079740956,1.786420,19215.000000,7.00000e-05
649,2153,1.7840248505292677,1.795353,19018.000000,7.00000e-05
65,10,0.102525,0.102525,288010.000000,2.80000e-05
650,2260,1.797282671591883,1.804329,18823.000000,7.00000e-05
651,2246,1.8036130468261848,1.808849,18726.000000,7.00000e-05
652,2217,1.80216896058687,1.809551,62764.000000,7.00000e-05
653,134,1.8133500000000067,1.813351,62445.000000,7.00000e-05
654,136,1.8171690621819572,1.822418,61698.000000,7.00000e-05
655,148,1.8205184554118674,1.831530,60959.000000,7.00000e-05
656,169,1.828777166722057,1.840688,60230.000000,7.00000e-05
657,154,1.8430519962707426,1.849891,59510.000000,7.00000e-05
658,202,1.859140000000006,1.859140,58797.000000,7.00000e-05
659,154,1.850233423195312,1.868436,58095.000000,7.00000e-05
66,3,0.103038,0.103038,289580.000000,2.80000e-05
660,163,1.8709399999999996,1.870939,57908.000000,7.00000e-05
661,198,1.8722599999999978,1.872261,85848.000000,7.00000e-05
662,50,1.8777800000000011,1.877778,85233.000000,7.00000e-05
663,60,1.8679597696317018,1.887167,84200.000000,7.00000e-05
664,48,1.8966000000000018,1.896603,83181.000000,7.00000e-05
665,49,1.8550524759393954,1.906086,82174.000000,7.00000e-05
666,58,1.915620000000001,1.915617,81180.000000,7.00000e-05
667,54,1.917712280179462,1.925194,80197.000000,7.00000e-05
668,46,1.934820000000001,1.934821,79228.000000,7.00000e-05
669,48,1.944490000000001,1.944495,78269.000000,7.00000e-05
67,9,0.103553,0.103553,291180.000000,2.80000e-05
670,55,1.9542200000000023,1.954217,77324.000000,7.00000e-05
671,53,1.963989999999999,1.963988,76389.000000,7.00000e-05
672,49,1.8875794761460263,1.973808,75465.000000,7.00000e-05
673,66,1.963606832438447,1.983677,74552.000000,7.00000e-05
674,69,1.9935999999999996,1.993596,73649.000000,7.00000e-05
675,57,2.0035599999999967,2.003563,72757.000000,7.00000e-05
676,69,2.013580000000001,2.013581,71877.000000,7.00000e-05
677,63,2.0236500000000026,2.023649,71009.000000,7.00000e-05
678,60,2.0337700000000014,2.033768,70150.000000,7.00000e-05
679,67,2.0159670520904744,2.043936,69302.000000,7.00000e-05
68,7,0.10407100000000001,0.104071,292800.000000,2.80000e-05
680,64,2.054159999999997,2.054156,68465.000000,7.00000e-05
681,84,2.064429999999998,2.064427,67637.000000,7.00000e-05
682,79,2.059365669608747,2.074749,66820.000000,7.00000e-05
683,88,2.0851199999999985,2.085123,66012.000000,7.00000e-05
684,100,2.0955500000000025,2.095548,65217.000000,7.00000e-05
685,98,2.1060300000000023,2.106026,64429.000000,7.00000e-05
686,90,2.1165599999999953,2.116556,63651.000000,7.00000e-05
687,109,2.1075210459565037,2.127139,62883.000000,7.00000e-05
688,107,2.12278605582547,2.137775,62125.000000,7.00000e-05
689,131,2.1343759635118045,2.148464,61376.000000,7.00000e-05
69,7,0.104591,0.104591,294440.000000,2.80000e-05
690,132,2.1499110927562053,2.159206,60637.000000,7.00000e-05
691,128,2.14730985314222,2.170002,59905.000000,7.00000e-05
692,150,2.156478618934498,2.180852,59183.000000,7.00000e-05
693,142,2.1917599999999937,2.191756,58471.000000,7.00000e-05
694,166,2.202710000000006,2.202715,57767.000000,7.00000e-05
695,147,2.2137299999999986,2.213729,57072.000000,7.00000e-05
696,146,2.224799999999999,2.224797,56385.000000,7.00000e-05
697,178,2.184708820397512,2.235921,55706.000000,7.00000e-05
698,187,2.2445519706534514,2.247101,55036.000000,7.00000e-05
699,203,2.229026180820665,2.258336,54374.000000,7.00000e-05
70,8,0.10511400000000001,0.105114,296100.000000,2.80000e-05
700,201,2.259828561850415,2.269628,53720.000000,7.00000e-05
701,247,2.2424231440719464,2.278650,53206.000000,7.00000e-05
702,234,2.2727286153187505,2.280976,53075.000000,7.00000e-05
703,112,2.2738438619340537,2.283349,62283.000000,7.00000e-05
704,128,2.286182542704894,2.292381,61656.000000,7.00000e-05
705,131,2.2967403447414743,2.303843,60870.000000,7.00000e-05
706,146,2.303960273972601,2.315362,60096.000000,7.00000e-05
707,141,2.3269399999999973,2.326939,59332.000000,7.00000e-05
708,140,2.3302861192592865,2.338573,58577.000000,7.00000e-05
709,163,2.3502700000000054,2.350266,57832.000000,7.00000e-05
71,3,0.10564,0.105640,297760.000000,2.80000e-05
710,179,2.3502225901592686,2.362018,57087.000000,7.00000e-05
711,181,2.361440457978033,2.373828,56348.000000,7.00000e-05
712,186,2.3766594886822867,2.385697,55617.000000,7.00000e-05
713,195,2.3866938321769244,2.397625,54912.000000,7.00000e-05
714,215,2.3995559999999903,2.409614,54247.000000,7.00000e-05
715,235,2.421659999999987,2.421662,53592.000000,7.00000e-05
716,218,2.4172884541166186,2.433770,52946.000000,7.00000e-05
717,223,2.445940000000003,2.445939,52303.000000,7.00000e-05
718,253,2.4407150496886523,2.458169,51670.000000,7.00000e-05
719,248,2.4626938400310516,2.470459,51047.000000,7.00000e-05
72,8,0.10616800000000003,0.106168,299460.000000,2.80000e-05
720,271,2.454232791872449,2.482812,50431.000000,7.00000e-05
721,272,2.4893077664653247,2.495226,49827.000000,7.00000e-05
722,316,2.491840637992057,2.507702,49230.000000,7.00000e-05
723,318,2.5033638037141475,2.520240,48642.000000,7.00000e-05
724,299,2.521490914731955,2.532841,48063.000000,7.00000e-05
725,340,2.5308659153697537,2.545506,47492.000000,7.00000e-05
726,344,2.5561442720748,2.558233,46930.000000,7.00000e-05
727,358,2.567377300030117,2.571024,46374.000000,7.00000e-05
728,353,2.5605921885299927,2.571655,46347.000000,7.00000e-05
729,280,2.5707637925006765,2.578144,49313.000000,7.00000e-05
73,4,0.10669899999999999,0.106699,301160.000000,2.80000e-05
730,342,2.5778265719402906,2.583880,49043.000000,7.00000e-05
731,315,2.5844049311621915,2.596799,48443.000000,7.00000e-05
732,328,2.5919621751663438,2.609783,47850.000000,7.00000e-05
733,372,2.6167114506044467,2.622832,47268.000000,7.00000e-05
734,366,2.6298125709229407,2.635946,46692.000000,7.00000e-05
735,382,2.637781300430412,2.649126,46125.000000,7.00000e-05
736,401,2.659645786562038,2.662371,45565.000000,7.00000e-05
737,385,2.675680000000028,2.675683,45011.000000,7.00000e-05
738,437,2.6795383820000485,2.689062,44465.000000,7.00000e-05
739,446,2.689094016116446,2.702507,43929.000000,7.00000e-05
74,5,0.10723200000000002,0.107232,302870.000000,2.80000e-05
740,444,2.711450241439002,2.716019,43421.000000,7.00000e-05
741,446,2.7228022518422814,2.729600,42921.000000,7.00000e-05
742,489,2.7286004804147463,2.743248,42429.000000,7.00000e-05
743,452,2.739984269584984,2.756964,41945.000000,7.00000e-05
744,534,2.7605073768057604,2.770749,41466.000000,7.00000e-05
745,525,2.7788475213935007,2.784602,40995.000000,7.00000e-05
746,574,2.784989709640647,2.798525,40530.000000,7.00000e-05
747,568,2.804003200681422,2.812518,40071.000000,7.00000e-05
748,574,2.79932218958224,2.814046,40022.000000,7.00000e-05
749,527,2.798417784288515,2.825155,41445.000000,7.00000e-05
75,6,0.10776799999999999,0.107768,304590.000000,2.80000e-05
750,531,2.822244557383547,2.826581,41398.000000,7.00000e-05
751,555,2.8328847295018975,2.840714,40937.000000,7.00000e-05
752,565,2.8549199999999932,2.854917,40482.000000,7.00000e-05
753,564,2.8500821194230084,2.869192,40030.000000,7.00000e-05
754,589,2.8662302100743764,2.883538,39586.000000,7.00000e-05
755,610,2.8892210385201764,2.897955,39146.000000,7.00000e-05
756,662,2.9047768805697425,2.912445,38710.000000,7.00000e-05
757,684,2.924584103415649,2.927007,38282.000000,7.00000e-05
758,662,2.9336189609787597,2.941642,37855.000000,7.00000e-05
759,706,2.9403840916232835,2.956351,37434.000000,7.00000e-05
76,3,0.108307,0.108307,306350.000000,2.80000e-05
760,742,2.9577073947360644,2.971132,37019.000000,7.00000e-05
761,754,2.9641585035816598,2.985988,36610.000000,7.00000e-05
762,757,2.9823076659343144,3.000918,36203.000000,7.00000e-05
763,786,2.9995260031568525,3.015922,35767.000000,7.00000e-05
764,817,3.0146569523161957,3.031002,35336.000000,7.00000e-05
765,901,3.032237951739517,3.046157,34912.000000,7.00000e-05
766,839,3.0532191495192196,3.061388,34491.000000,7.00000e-05
767,863,3.057715690766616,3.076695,34076.000000,7.00000e-05
768,1010,3.0708355469863244,3.092078,33665.000000,7.00000e-05
769,946,3.0926251621585417,3.107539,33260.000000,7.00000e-05
77,7,0.10884899999999999,0.108849,308110.000000,2.80000e-05
770,971,3.1047371075305974,3.123076,32858.000000,7.00000e-05
771,990,3.126626307551295,3.138692,32463.000000,7.00000e-05
772,1029,3.130443094541232,3.154385,32073.000000,7.00000e-05
773,1067,3.1482329979651484,3.170157,31687.000000,7.00000e-05
774,1048,3.1785528074094724,3.186008,31305.000000,7.00000e-05
775,1076,3.166745359652597,3.201938,30926.000000,7.00000e-05
776,1132,3.193444741643244,3.217948,30554.000000,7.00000e-05
777,1162,3.221938514120706,3.234037,30185.000000,7.00000e-05
778,1152,3.2402092309392008,3.250208,29822.000000,7.00000e-05
779,1237,3.248427453195658,3.266459,29461.000000,7.00000e-05
78,10,0.10939299999999999,0.109393,309860.000000,2.80000e-05
780,1266,3.2726899452300944,3.282791,29106.000000,7.00000e-05
781,1329,3.2725795230038166,3.299205,28757.000000,7.00000e-05
782,1343,3.2955338257623454,3.315701,28410.000000,7.00000e-05
783,1372,3.3186942665887074,3.332279,28066.000000,7.00000e-05
784,1330,3.3379483972552357,3.348941,27728.000000,7.00000e-05
785,1394,3.3380016304046154,3.365686,27392.000000,7.00000e-05
786,1463,3.3613372260240517,3.382514,27061.000000,7.00000e-05
787,1461,3.3767935250475736,3.399427,26734.000000,7.00000e-05
788,1391,3.3943766174316945,3.416424,26410.000000,7.00000e-05
789,1547,3.4085495583404737,3.433506,26092.000000,7.00000e-05
79,3,0.10994,0.109940,311640.000000,2.80000e-05
790,1576,3.443841863673379,3.450673,25775.000000,7.00000e-05
791,1584,3.4477438978616504,3.467927,25464.000000,7.00000e-05
792,1732,3.4727837998090245,3.485266,25156.000000,7.00000e-05
793,39,3.5026900000000003,3.502693,24853.000000,2.20000e-04
794,31,3.520210000000002,3.520206,24552.000000,2.20000e-04
795,44,3.5378099999999986,3.537807,24256.000000,2.20000e-04
796,36,3.5259027777777754,3.555496,23963.000000,2.20000e-04
797,37,3.5732699999999973,3.573274,23675.000000,2.20000e-04
798,39,3.591139999999999,3.591140,23390.000000,2.20000e-04
799,43,3.609100000000001,3.609096,23108.000000,2.20000e-04
80,3,0.11049000000000002,0.110490,313430.000000,2.80000e-05
800,41,3.627139999999998,3.627141,22824.000000,2.20000e-04
801,60,3.611589957857811,3.645277,22540.000000,2.20000e-04
802,66,3.6634999999999995,3.663503,22261.000000,2.20000e-04
803,68,3.643096970718952,3.681821,21985.000000,2.20000e-04
804,77,3.700230000000001,3.700230,21711.000000,2.20000e-04
805,81,3.658259296641761,3.718731,21442.000000,2.20000e-04
806,82,3.701069174471417,3.737325,21176.000000,2.20000e-04
807,85,3.7560100000000025,3.756011,20910.000000,2.20000e-04
808,106,3.7747899999999968,3.774791,20645.000000,2.20000e-04
809,114,3.7713387428257827,3.793665,20383.000000,2.20000e-04
81,3,0.11104200000000002,0.111042,315230.000000,2.80000e-05
810,107,3.8126300000000084,3.812634,20126.000000,2.20000e-04
811,85,3.8317000000000068,3.831697,19871.000000,2.20000e-04
812,98,3.7911111048641954,3.850855,19620.000000,2.20000e-04
813,110,3.870110000000007,3.870110,19373.000000,2.20000e-04
814,139,3.869927834808366,3.889460,19130.000000,2.20000e-04
815,135,3.86921251592595,3.908908,18889.000000,2.20000e-04
816,142,3.8565391786325,3.928452,18652.000000,2.20000e-04
817,132,3.9159869579430016,3.948094,18418.000000,2.20000e-04
818,173,3.9274824812527833,3.967835,18187.000000,2.20000e-04
819,165,3.976990321621962,3.987674,17959.000000,2.20000e-04
82,2,0.111597,0.111597,317040.000000,2.80000e-05
820,186,4.042609228606941,4.055024,17216.000000,2.20000e-04
821,369,4.302457138464656,4.334821,14570.000000,2.20000e-04
822,610,4.593014638269419,4.633924,12344.000000,2.20000e-04
823,898,4.916413464781126,4.953664,10429.000000,2.20000e-04
824,1322,5.261669242750681,5.295467,8813.500000,2.20000e-04
825,1859,5.611743707016027,5.660855,7449.800000,2.20000e-04
826,26,5.9202268928480875,6.051453,6301.800000,9.00000e-04
827,99,6.360561317119546,6.469004,5339.500000,9.00000e-04
828,159,6.915370000000019,6.915365,4531.800000,9.00000e-04
829,285,7.383400983659442,7.392525,3853.100000,9.00000e-04
83,5,0.112155,0.112155,318860.000000,2.80000e-05
830,499,7.861874158977091,7.902609,3280.200000,9.00000e-04
831,803,8.429241893454456,8.447890,2785.400000,9.00000e-04
832,1212,8.963016047286837,9.030794,2360.000000,9.00000e-04
833,1666,9.601658898401785,9.653919,1978.800000,9.00000e-04
834,1919,9.961620868924397,10.002660,1802.100000,9.00000e-04
835,2108,10.122530120307005,10.155770,1730.600000,9.00000e-04
836,2057,10.140617635385254,10.196590,1712.200000,9.00000e-04
837,175,10.257800000000028,10.257830,4531.300000,9.00000e-04
838,199,10.31999999999998,10.320040,4444.400000,9.00000e-04
839,240,10.380224908890252,10.410940,4321.100000,9.00000e-04
84,5,0.11271600000000001,0.112716,320690.000000,2.80000e-05
840,412,10.99286791941044,11.032120,3622.800000,9.00000e-04
841,440,11.299079160572253,11.313120,3375.000000,9.00000e-04
842,537,11.435124879222583,11.486280,3235.600000,9.00000e-04
843,559,11.459163280466637,11.532460,3199.900000,9.00000e-04
844,183,11.572767867985714,11.601720,4373.800000,9.00000e-04
845,247,11.669813242159426,11.774880,4201.800000,9.00000e-04
846,263,11.79329999999996,11.793340,4184.000000,9.00000e-04
847,229,11.857800000000045,11.857800,4123.100000,9.00000e-04
848,272,11.985250032002286,12.039300,3958.400000,9.00000e-04
849,298,11.972624688153163,12.087700,3916.000000,9.00000e-04
85,1,0.11327999999999999,0.113280,322520.000000,2.80000e-05
850,191,12.160300000000005,12.160300,4458.300000,9.00000e-04
851,190,12.34179999999999,12.341800,4296.200000,9.00000e-04
852,247,12.555631569044692,12.607080,4074.600000,9.00000e-04
853,462,13.446326947841081,13.476970,3447.600000,9.00000e-04
854,737,14.363448534723807,14.406880,2907.400000,9.00000e-04
855,1108,15.272757321221427,15.400950,2449.400000,9.00000e-04
856,1537,16.369940550290607,16.463620,2059.500000,9.00000e-04
857,2176,17.536108168209875,17.599610,1731.600000,9.00000e-04
858,2728,18.730655697510187,18.813980,1456.500000,9.00000e-04
859,64,20.11220000000002,20.112150,1226.200000,4.00000e-03
860,162,21.19069598550579,21.499880,1031.900000,4.00000e-03
861,326,22.92249442311393,22.983380,868.940000,4.00000e-03
862,576,24.48619277067875,24.569230,731.450000,4.00000e-03
863,18,26.264499999999998,26.264500,615.670000,1.00000e-02
864,51,28.076800000000027,28.076760,514.750000,1.00000e-02
865,135,29.81196237754919,30.014050,429.810000,1.00000e-02
866,287,31.975923772507667,32.085020,359.390000,1.00000e-02
867,501,34.08208804807524,34.298890,300.870000,1.00000e-02
868,840,36.433678756556105,36.665510,252.190000,1.00000e-02
869,1227,39.07795215885163,39.195430,211.700000,1.00000e-02
87,3,0.11441499999999999,0.114415,326210.000000,2.80000e-05
870,1844,41.60896634088458,41.899920,177.940000,1.00000e-02
871,2454,44.52982270859468,44.791010,149.710000,1.00000e-02
872,2981,47.60466099746052,47.881590,125.930000,1.00000e-02
873,3666,50.87831009619112,51.185420,106.020000,1.00000e-02
874,4454,54.44660106912378,54.717210,89.118000,1.00000e-02
875,4990,58.08053973954204,58.492700,74.921000,1.00000e-02
876,5704,62.152799414121375,62.528700,63.082000,1.00000e-02
877,6212,66.36632822963898,66.843180,53.208000,1.00000e-02
878,6293,67.71142622962707,68.134500,50.693000,1.00000e-02
879,6440,68.77795497834883,69.177380,48.788000,1.00000e-02
88,2,0.114987,0.114987,328080.000000,2.80000e-05
880,6460,69.0474457403496,69.455480,48.298000,1.00000e-02
881,1281,69.38692614059019,69.872630,211.610000,1.00000e-02
882,1325,70.47629647123617,70.915500,204.020000,1.00000e-02
883,1375,71.0754490242503,71.455360,200.260000,1.00000e-02
884,1895,75.56979826874894,76.385780,169.240000,1.00000e-02
885,2494,81.09841095112279,81.656400,142.580000,1.00000e-02
886,3140,86.68982808767798,87.290690,120.140000,1.00000e-02
887,3794,92.80737801501674,93.313740,101.160000,1.00000e-02
888,4384,99.28261973218041,99.752390,85.067000,1.00000e-02
889,11,106.63499999999999,106.635300,71.601000,1.00000e-01
89,3,0.115562,0.115562,329950.000000,2.80000e-05
890,24,113.99299999999998,113.993100,60.328000,1.00000e-01
891,65,121.572239918,121.858700,50.886000,1.00000e-01
892,162,129.4740389924508,130.266900,42.977000,1.00000e-01
893,308,138.0679835002588,139.255300,36.346000,1.00000e-01
894,559,147.38312605898042,148.864000,30.693000,1.00000e-01
895,793,157.66921561749666,159.135600,25.968000,1.00000e-01
896,1254,168.38400261568023,170.115900,22.017000,1.00000e-01
897,1829,179.5523004076528,181.853900,18.709000,1.00000e-01
898,2231,192.27272351790975,194.401800,15.939000,1.00000e-01
899,11,202.26512188716413,207.815600,13.617000,5.00000e-01
90,3,0.11614000000000001,0.116140,331840.000000,2.80000e-05
900,29,220.17030395271345,222.154800,11.670000,5.00000e-01
901,83,231.6522404253469,237.483500,10.035000,5.00000e-01
902,150,249.26624009755352,253.869900,8.661600,5.00000e-01
903,285,265.9474357104113,271.386900,7.506000,5.00000e-01
904,509,284.6364737654151,290.112600,6.532100,5.00000e-01
905,8,282.42954719317174,310.130400,5.722500,1.30000e+00
906,20,314.78594336242196,331.529400,5.049500,1.30000e+00
907,52,341.33270440283343,354.404900,4.475300,1.30000e+00
908,109,368.0866651136599,378.858800,3.984100,1.30000e+00
909,190,388.73702753100065,405.000100,3.563400,1.30000e+00
91,5,0.116721,0.116721,333740.000000,2.80000e-05
910,256,416.7203113891028,432.945100,3.201500,1.30000e+00
92,1,0.117304,0.117304,335630.000000,2.80000e-05
93,1,0.11789100000000001,0.117891,337520.000000,2.80000e-05
94,1,0.11848,0.118480,339410.000000,2.80000e-05
95,1,0.119073,0.119073,341300.000000,2.80000e-05
98,1,0.12086799999999999,0.120868,346980.000000,2.80000e-05
99,5,0.12147199999999998,0.121472,348870.000000,2.80000e-05
